,Demand
20191114T13Z,2454
20191114T12Z,2300
20191114T11Z,2209
20191114T10Z,2226
20191114T09Z,2264
20191114T08Z,2339
20191114T07Z,2483
20191114T06Z,2696
20191114T05Z,2902
20191114T04Z,3040
20191114T03Z,3132
20191114T02Z,3199
20191114T01Z,3127
20191114T00Z,3030
20191113T23Z,2956
20191113T22Z,2885
20191113T21Z,2827
20191113T20Z,2753
20191113T19Z,2706
20191113T18Z,2697
20191113T17Z,2650
20191113T16Z,2638
20191113T15Z,2682
20191113T14Z,2665
20191113T13Z,2429
20191113T12Z,2282
20191113T11Z,2221
20191113T10Z,2230
20191113T09Z,2282
20191113T08Z,2371
20191113T07Z,2503
20191113T06Z,2739
20191113T05Z,2974
20191113T04Z,3117
20191113T03Z,3246
20191113T02Z,3351
20191113T01Z,3259
20191113T00Z,3198
20191112T23Z,3155
20191112T22Z,3119
20191112T21Z,3048
20191112T20Z,2947
20191112T19Z,2874
20191112T18Z,2808
20191112T17Z,2753
20191112T16Z,2683
20191112T15Z,2693
20191112T14Z,2679
20191112T13Z,2447
20191112T12Z,2282
20191112T11Z,2205
20191112T10Z,2234
20191112T09Z,2298
20191112T08Z,2398
20191112T07Z,2570
20191112T06Z,2827
20191112T05Z,3079
20191112T04Z,3285
20191112T03Z,3432
20191112T02Z,3569
20191112T01Z,3520
20191112T00Z,3524
20191111T23Z,3492
20191111T22Z,3440
20191111T21Z,3303
20191111T20Z,3150
20191111T19Z,2997
20191111T18Z,2891
20191111T17Z,2751
20191111T16Z,2626
20191111T15Z,2558
20191111T14Z,2500
20191111T13Z,2356
20191111T12Z,2246
20191111T11Z,2194
20191111T10Z,2205
20191111T09Z,2279
20191111T08Z,2381
20191111T07Z,2557
20191111T06Z,570
20191111T05Z,2986
20191111T04Z,3130
20191111T03Z,3277
20191111T02Z,3422
20191111T01Z,3427
20191111T00Z,3459
20191110T23Z,3439
20191110T22Z,3345
20191110T21Z,3190
20191110T20Z,3034
20191110T19Z,2857
20191110T18Z,2717
20191110T17Z,2575
20191110T16Z,2413
20191110T15Z,2265
20191110T14Z,2196
20191110T13Z,2140
20191110T12Z,2125
20191110T11Z,2132
20191110T10Z,2184
20191110T09Z,2262
20191110T08Z,2376
20191110T07Z,2518
20191110T06Z,2679
20191110T05Z,2844
20191110T04Z,2959
20191110T03Z,3053
20191110T02Z,3198
20191110T01Z,3198
20191110T00Z,3169
20191109T23Z,3148
20191109T22Z,3123
20191109T21Z,3040
20191109T20Z,2886
20191109T19Z,2779
20191109T18Z,2675
20191109T17Z,2582
20191109T16Z,2471
20191109T15Z,2343
20191109T14Z,2283
20191109T13Z,2190
20191109T12Z,2137
20191109T11Z,2158
20191109T10Z,2184
20191109T09Z,2283
20191109T08Z,2406
20191109T07Z,2577
20191109T06Z,2790
20191109T05Z,2962
20191109T04Z,3077
20191109T03Z,3207
20191109T02Z,3332
20191109T01Z,3331
20191109T00Z,3388
20191108T23Z,3365
20191108T22Z,3316
20191108T21Z,3209
20191108T20Z,3080
20191108T19Z,3012
20191108T18Z,2884
20191108T17Z,2774
20191108T16Z,2689
20191108T15Z,2667
20191108T14Z,2638
20191108T13Z,2422
20191108T12Z,2264
20191108T11Z,2211
20191108T10Z,2232
20191108T09Z,2291
20191108T08Z,2393
20191108T07Z,2570
20191108T06Z,2808
20191108T05Z,3048
20191108T04Z,3202
20191108T03Z,3327
20191108T02Z,3460
20191108T01Z,3378
20191108T00Z,3377
20191107T23Z,3324
20191107T22Z,3244
20191107T21Z,3102
20191107T20Z,2967
20191107T19Z,2872
20191107T18Z,2775
20191107T17Z,2694
20191107T16Z,2650
20191107T15Z,2668
20191107T14Z,2645
20191107T13Z,2424
20191107T12Z,2258
20191107T11Z,2197
20191107T10Z,2218
20191107T09Z,2276
20191107T08Z,2398
20191107T07Z,2565
20191107T06Z,2809
20191107T05Z,3062
20191107T04Z,3243
20191107T03Z,3362
20191107T02Z,3473
20191107T01Z,3379
20191107T00Z,3334
20191106T23Z,3317
20191106T22Z,3260
20191106T21Z,3150
20191106T20Z,3010
20191106T19Z,2893
20191106T18Z,2781
20191106T17Z,2703
