,Demand1
20191129T14-06,20309
20191129T13-06,20558
20191129T12-06,20910
20191129T11-06,21330
20191129T10-06,21709
20191129T09-06,21856
20191129T08-06,21607
20191129T07-06,21004
20191129T06-06,20147
20191129T05-06,19316
20191129T04-06,19176
20191129T03-06,18834
20191129T02-06,18895
20191129T01-06,18830
20191129T00-06,19049
20191128T23-06,19610
20191128T22-06,20136
20191128T21-06,20414
20191128T20-06,20374
20191128T19-06,20409
20191128T18-06,20430
20191128T17-06,19943
20191128T16-06,19837
20191128T15-06,20739
20191128T14-06,20992
20191128T13-06,21849
20191128T12-06,22998
20191128T11-06,23692
20191128T10-06,24064
20191128T09-06,23806
20191128T08-06,23103
20191128T07-06,21697
20191128T06-06,20753
20191128T05-06,20029
20191128T04-06,19885
20191128T03-06,19575
20191128T02-06,19687
20191128T01-06,19977
20191128T00-06,20395
20191127T23-06,21172
20191127T22-06,22349
20191127T21-06,23343
20191127T20-06,23711
20191127T19-06,24192
20191127T18-06,24524
20191127T17-06,23698
20191127T16-06,23441
20191127T15-06,23767
20191127T14-06,24184
20191127T13-06,24382
20191127T12-06,24607
20191127T11-06,24275
20191127T10-06,24220
20191127T09-06,23824
20191127T08-06,23230
20191127T07-06,22581
20191127T06-06,21669
20191127T05-06,20749
20191127T04-06,20096
20191127T03-06,19985
20191127T02-06,20098
20191127T01-06,20617
20191127T00-06,21372
20191126T23-06,22585
20191126T22-06,23291
20191126T21-06,24430
20191126T20-06,25089
20191126T19-06,25321
20191126T18-06,25311
20191126T17-06,24141
20191126T16-06,23658
20191126T15-06,23828
20191126T14-06,24043
20191126T13-06,24169
20191126T12-06,24572
20191126T11-06,25365
20191126T10-06,26498
20191126T09-06,27569
20191126T08-06,28737
20191126T07-06,28779
20191126T06-06,27479
20191126T05-06,25752
20191126T04-06,25446
20191126T03-06,25093
20191126T02-06,24800
20191126T01-06,24787
20191126T00-06,24401
20191125T23-06,24617
20191125T22-06,25390
20191125T21-06,26315
20191125T20-06,26679
20191125T19-06,26780
20191125T18-06,26492
20191125T17-06,24785
20191125T16-06,24602
20191125T15-06,24662
20191125T14-06,24618
20191125T13-06,25090
20191125T12-06,25434
20191125T11-06,26504
20191125T10-06,27679
20191125T09-06,29282
20191125T08-06,30545
20191125T07-06,30330
20191125T06-06,28518
20191125T05-06,26128
20191125T04-06,25223
20191125T03-06,24425
20191125T02-06,24064
20191125T01-06,23951
20191125T00-06,23773
20191124T23-06,23778
20191124T22-06,24807
20191124T21-06,25470
20191124T20-06,25781
20191124T19-06,25677
20191124T18-06,25141
20191124T17-06,23192
20191124T16-06,22004
20191124T15-06,21543
20191124T14-06,21649
20191124T13-06,22062
20191124T12-06,22620
20191124T11-06,23423
20191124T10-06,24206
20191124T09-06,24655
20191124T08-06,24049
20191124T07-06,22664
20191124T06-06,21724
20191124T05-06,21320
20191124T04-06,20766
20191124T03-06,20408
20191124T02-06,20405
20191124T01-06,20402
20191124T00-06,20434
20191123T23-06,21162
20191123T22-06,21977
20191123T21-06,22719
20191123T20-06,23202
20191123T19-06,23348
20191123T18-06,23420
20191123T17-06,22583
20191123T16-06,21967
20191123T15-06,21953
20191123T14-06,22234
20191123T13-06,22566
20191123T12-06,22708
20191123T11-06,22796
20191123T10-06,22524
20191123T09-06,21928
20191123T08-06,20906
20191123T07-06,20222
20191123T06-06,19868
20191123T05-06,19272
20191123T04-06,19132
20191123T03-06,18992
20191123T02-06,18913
20191123T01-06,19173
20191123T00-06,19970
20191122T23-06,20645
20191122T22-06,21776
20191122T21-06,22739
20191122T20-06,23557
20191122T19-06,24048
20191122T18-06,24392
20191122T17-06,23839
20191122T16-06,23223
20191122T15-06,23262
20191122T14-06,23524
20191122T13-06,23501
20191122T12-06,23784
20191122T11-06,24336
20191122T10-06,24777
20191122T09-06,25320
20191122T08-06,25617
20191122T07-06,25649
20191122T06-06,24450
20191122T05-06,22704
20191122T04-06,21702
20191122T03-06,21318
20191122T02-06,21205
20191122T01-06,21404
20191122T00-06,21573
20191121T23-06,22527
20191121T22-06,23418
20191121T21-06,24695
20191121T20-06,25490
20191121T19-06,25662
20191121T18-06,25599
20191121T17-06,24446
20191121T16-06,23466
20191121T15-06,23575
20191121T14-06,24257
20191121T13-06,24517
20191121T12-06,24854
20191121T11-06,25072
20191121T10-06,25792
20191121T09-06,26931
20191121T08-06,28154
20191121T07-06,28717
20191121T06-06,27304
20191121T05-06,24908
20191121T04-06,23794
20191121T03-06,23446
20191121T02-06,23226
20191121T01-06,23230
20191121T00-06,23515
20191120T23-06,23999
20191120T22-06,24593
20191120T21-06,25706
20191120T20-06,26246
20191120T19-06,26439
20191120T18-06,26101
20191120T17-06,24790
20191120T16-06,23998
20191120T15-06,24145
20191120T14-06,24348
20191120T13-06,24771
20191120T12-06,25109
20191120T11-06,25211
20191120T10-06,26074
20191120T09-06,27261
20191120T08-06,28482
20191120T07-06,28937
20191120T06-06,27580
20191120T05-06,25350
20191120T04-06,24347
20191120T03-06,23634
20191120T02-06,23350
20191120T01-06,23387
20191120T00-06,23120
20191119T23-06,23778
20191119T22-06,24949
20191119T21-06,25867
20191119T20-06,26520
20191119T19-06,26660
20191119T18-06,26200
20191119T17-06,24721
20191119T16-06,23863
20191119T15-06,23708
20191119T14-06,24026
20191119T13-06,24484
20191119T12-06,24673
20191119T11-06,25337
20191119T10-06,26192
20191119T09-06,27294
20191119T08-06,28231
20191119T07-06,28432
20191119T06-06,26925
20191119T05-06,24444
20191119T04-06,23461
20191119T03-06,23110
20191119T02-06,22962
20191119T01-06,23046
20191119T00-06,22754
20191118T23-06,23540
20191118T22-06,24849
20191118T21-06,25762
20191118T20-06,26518
20191118T19-06,26774
20191118T18-06,26512
20191118T17-06,24850
20191118T16-06,23695
20191118T15-06,23447
20191118T14-06,23661
20191118T13-06,24020
20191118T12-06,24374
20191118T11-06,25000
20191118T10-06,25762
20191118T09-06,26476
20191118T08-06,27247
20191118T07-06,27337
20191118T06-06,25646
20191118T05-06,23298
20191118T04-06,21893
20191118T03-06,21140
20191118T02-06,20931
20191118T01-06,21006
20191118T00-06,21286
20191117T23-06,21976
20191117T22-06,22728
20191117T21-06,23835
20191117T20-06,24578
20191117T19-06,24699
20191117T18-06,24535
20191117T17-06,23087
20191117T16-06,22120
20191117T15-06,22397
20191117T14-06,22675
20191117T13-06,22955
20191117T12-06,23077
20191117T11-06,23400
20191117T10-06,24584
20191117T09-06,25741
20191117T08-06,25935
20191117T07-06,25087
20191117T06-06,24254
20191117T05-06,23794
20191117T04-06,23454
20191117T03-06,23136
20191117T02-06,23079
20191117T01-06,23124
20191117T00-06,23132
20191116T23-06,23744
20191116T22-06,24460
20191116T21-06,24841
20191116T20-06,25097
20191116T19-06,25117
20191116T18-06,25022
20191116T17-06,23720
20191116T16-06,23268
20191116T15-06,23365
20191116T14-06,24067
20191116T13-06,24793
20191116T12-06,25449
20191116T11-06,26179
20191116T10-06,27286
20191116T09-06,28021
20191116T08-06,28142
20191116T07-06,27227
20191116T06-06,26270
20191116T05-06,25436
20191116T04-06,24663
