,Demand
20191005T14Z,2040
20191005T13Z,1892
20191005T12Z,1799
20191005T11Z,1745
20191005T10Z,1730
20191005T09Z,1755
20191005T08Z,1827
20191005T07Z,1900
20191005T06Z,2029
20191005T05Z,2147
20191005T04Z,2243
20191005T03Z,2278
20191005T02Z,2240
20191005T01Z,2206
20191005T00Z,2174
20191004T23Z,2172
20191004T22Z,2204
20191004T21Z,2225
20191004T20Z,3478
20191004T19Z,2304
20191004T18Z,2376
20191004T17Z,2452
20191004T16Z,2522
20191004T15Z,2540
20191004T14Z,2369
20191004T13Z,2053
20191004T12Z,1842
20191004T11Z,1759
20191004T10Z,1753
20191004T09Z,1766
20191004T08Z,1824
20191004T07Z,1896
20191004T06Z,2047
20191004T05Z,2239
20191004T04Z,2369
20191004T03Z,2442
20191004T02Z,2392
20191004T01Z,2312
20191004T00Z,2233
20191003T23Z,2260
20191003T22Z,2267
20191003T21Z,2260
20191003T20Z,2304
20191003T19Z,2843
20191003T18Z,2398
20191003T17Z,2448
20191003T16Z,2431
20191003T15Z,2442
20191003T14Z,2230
20191003T13Z,1902
20191003T12Z,1671
20191003T11Z,1592
20191003T10Z,1584
20191003T09Z,1609
20191003T08Z,1669
20191003T07Z,1753
20191003T06Z,1926
20191003T05Z,2140
20191003T04Z,2289
20191003T03Z,2381
20191003T02Z,2326
20191003T01Z,2251
20191003T00Z,2188
20191002T23Z,2242
20191002T22Z,2227
20191002T21Z,2280
20191002T20Z,2325
20191002T19Z,2370
20191002T18Z,2478
20191002T17Z,2607
20191002T16Z,2718
20191002T15Z,2881
20191002T14Z,2738
20191002T13Z,2295
20191002T12Z,2031
20191002T11Z,1920
20191002T10Z,1872
20191002T09Z,1869
20191002T08Z,1920
20191002T07Z,1990
20191002T06Z,2133
20191002T05Z,2316
20191002T04Z,2447
20191002T03Z,2491
20191002T02Z,2363
20191002T01Z,2264
20191002T00Z,2218
20191001T23Z,2212
20191001T22Z,2260
20191001T21Z,2361
20191001T20Z,2380
20191001T19Z,2417
20191001T18Z,2672
20191001T17Z,2638
20191001T16Z,2746
20191001T15Z,2810
20191001T14Z,2652
20191001T13Z,2272
20191001T12Z,2028
20191001T11Z,1905
20191001T10Z,1887
20191001T09Z,1888
20191001T08Z,1928
20191001T07Z,1999
20191001T06Z,2161
20191001T05Z,2344
20191001T04Z,2498
20191001T03Z,2535
20191001T02Z,2456
20191001T01Z,2338
20191001T00Z,2315
20190930T23Z,2287
20190930T22Z,2312
20190930T21Z,2375
20190930T20Z,2410
20190930T19Z,2457
20190930T18Z,2536
20190930T17Z,2584
20190930T16Z,2659
20190930T15Z,2679
20190930T14Z,2488
20190930T13Z,2138
20190930T12Z,1891
20190930T11Z,1805
20190930T10Z,1769
20190930T09Z,1781
20190930T08Z,1809
20190930T07Z,1887
20190930T06Z,2049
20190930T05Z,2236
20190930T04Z,2385
20190930T03Z,2456
20190930T02Z,2373
20190930T01Z,2307
20190930T00Z,2223
20190929T23Z,2186
20190929T22Z,2199
20190929T21Z,2213
20190929T20Z,2260
20190929T19Z,2303
20190929T18Z,2314
20190929T17Z,2302
20190929T16Z,2240
20190929T15Z,2090
20190929T14Z,1951
20190929T13Z,1800
20190929T12Z,1715
20190929T11Z,1681
20190929T10Z,1680
20190929T09Z,1707
20190929T08Z,1766
20190929T07Z,1859
20190929T06Z,1975
20190929T05Z,2096
20190929T04Z,2204
20190929T03Z,2244
20190929T02Z,2182
20190929T01Z,2118
20190929T00Z,2083
20190928T23Z,2043
20190928T22Z,2043
20190928T21Z,2080
20190928T20Z,2115
20190928T19Z,2137
20190928T18Z,2163
20190928T17Z,2175
20190928T16Z,2141
20190928T15Z,1987
20190928T14Z,1826
20190928T13Z,1718
20190928T12Z,1647
20190928T11Z,1599
20190928T10Z,1606
20190928T09Z,1654
20190928T08Z,1709
20190928T07Z,1806
20190928T06Z,1946
20190928T05Z,2066
20190928T04Z,2188
20190928T03Z,2245
20190928T02Z,2224
20190928T01Z,2190
20190928T00Z,2205
20190927T23Z,2203
20190927T22Z,2202
20190927T21Z,2254
20190927T20Z,2246
20190927T19Z,2247
20190927T18Z,2281
20190927T17Z,2305
20190927T16Z,2301
20190927T15Z,2275
20190927T14Z,2110
20190927T13Z,1835
20190927T12Z,1674
20190927T11Z,1623
20190927T10Z,1625
20190927T09Z,1676
20190927T08Z,1717
20190927T07Z,1820
20190927T06Z,2002
20190927T05Z,2188
20190927T04Z,2355
20190927T03Z,2428
20190927T02Z,2410
20190927T01Z,2426
20190927T00Z,2408
20190926T23Z,2395
20190926T22Z,2401
20190926T21Z,2358
20190926T20Z,2329
20190926T19Z,2314
20190926T18Z,2327
20190926T17Z,2297
20190926T16Z,2280
20190926T15Z,2280
20190926T14Z,2127
20190926T13Z,1843
20190926T12Z,1662
20190926T11Z,1596
20190926T10Z,1623
20190926T09Z,1639
20190926T08Z,1699
20190926T07Z,1814
20190926T06Z,1982
20190926T05Z,2167
20190926T04Z,2362
20190926T03Z,2430
20190926T02Z,2388
20190926T01Z,2411
20190926T00Z,2415
20190925T23Z,1912
20190925T22Z,2373
20190925T21Z,2344
20190925T20Z,2307
20190925T19Z,2309
20190925T18Z,2293
20190925T17Z,2283
20190925T16Z,2285
20190925T15Z,2289
20190925T14Z,2126
20190925T13Z,1851
20190925T12Z,1656
20190925T11Z,1603
20190925T10Z,1626
20190925T09Z,1653
20190925T08Z,1728
20190925T07Z,1831
20190925T06Z,2026
20190925T05Z,2210
20190925T04Z,2408
20190925T03Z,2513
20190925T02Z,2457
20190925T01Z,2467
20190925T00Z,2441
20190924T23Z,2426
20190924T22Z,2406
20190924T21Z,2372
20190924T20Z,2346
20190924T19Z,2304
20190924T18Z,2308
20190924T17Z,2298
20190924T16Z,2294
20190924T15Z,2268
20190924T14Z,2128
20190924T13Z,1857
20190924T12Z,1657
20190924T11Z,1606
20190924T10Z,1592
20190924T09Z,1638
20190924T08Z,1710
20190924T07Z,1816
20190924T06Z,1975
20190924T05Z,2145
20190924T04Z,2325
20190924T03Z,2391
20190924T02Z,2351
20190924T01Z,2312
20190924T00Z,2289
20190923T23Z,2263
20190923T22Z,2265
20190923T21Z,2290
20190923T20Z,2279
20190923T19Z,2271
20190923T18Z,2280
20190923T17Z,2275
20190923T16Z,2287
20190923T15Z,2290
20190923T14Z,2119
20190923T13Z,1815
20190923T12Z,1628
20190923T11Z,1542
20190923T10Z,1535
20190923T09Z,1559
20190923T08Z,1590
20190923T07Z,1701
20190923T06Z,1842
20190923T05Z,2025
20190923T04Z,2162
20190923T03Z,2212
20190923T02Z,2163
20190923T01Z,2130
20190923T00Z,2091
20190922T23Z,2082
20190922T22Z,2068
20190922T21Z,2104
20190922T20Z,2117
20190922T19Z,2101
20190922T18Z,2077
20190922T17Z,2015
20190922T16Z,1924
20190922T15Z,1779
