,Demand
20191114T13Z,1989
20191114T12Z,1896
20191114T11Z,1868
20191114T10Z,1904
20191114T09Z,1954
20191114T08Z,2078
20191114T07Z,2253
20191114T06Z,2466
20191114T05Z,2612
20191114T04Z,2711
20191114T03Z,2767
20191114T02Z,2757
20191114T01Z,2566
20191114T00Z,2441
20191113T23Z,2422
20191113T22Z,2442
20191113T21Z,2467
20191113T20Z,2518
20191113T19Z,2539
20191113T18Z,2596
20191113T17Z,2604
20191113T16Z,2616
20191113T15Z,2447
20191113T14Z,2128
20191113T13Z,1917
20191113T12Z,1825
20191113T11Z,1817
20191113T10Z,1833
20191113T09Z,1920
20191113T08Z,2038
20191113T07Z,2231
20191113T06Z,2446
20191113T05Z,2608
20191113T04Z,2712
20191113T03Z,2802
20191113T02Z,2823
20191113T01Z,2677
20191113T00Z,2572
20191112T23Z,2558
20191112T22Z,2607
20191112T21Z,2648
20191112T20Z,2671
20191112T19Z,2688
20191112T18Z,2694
20191112T17Z,2695
20191112T16Z,2703
20191112T15Z,2535
20191112T14Z,2195
20191112T13Z,1951
20191112T12Z,1856
20191112T11Z,1838
20191112T10Z,1848
20191112T09Z,1916
20191112T08Z,2013
20191112T07Z,2206
20191112T06Z,2400
20191112T05Z,2551
20191112T04Z,2659
20191112T03Z,2722
20191112T02Z,2749
20191112T01Z,2558
20191112T00Z,2448
20191111T23Z,2435
20191111T22Z,2450
20191111T21Z,2456
20191111T20Z,2490
20191111T19Z,2522
20191111T18Z,2561
20191111T17Z,2574
20191111T16Z,2500
20191111T15Z,2330
20191111T14Z,2086
20191111T13Z,1885
20191111T12Z,1791
20191111T11Z,1765
20191111T10Z,1790
20191111T09Z,1840
20191111T08Z,1936
20191111T07Z,2092
20191111T06Z,2249
20191111T05Z,2378
20191111T04Z,2469
20191111T03Z,2528
20191111T02Z,2572
20191111T01Z,2451
20191111T00Z,2353
20191110T23Z,2324
20191110T22Z,2337
20191110T21Z,2354
20191110T20Z,2370
20191110T19Z,2362
20191110T18Z,2321
20191110T17Z,2229
20191110T16Z,2081
20191110T15Z,1938
20191110T14Z,1828
20191110T13Z,1760
20191110T12Z,1744
20191110T11Z,1748
20191110T10Z,1802
20191110T09Z,1864
20191110T08Z,1978
20191110T07Z,2118
20191110T06Z,2258
20191110T05Z,2374
20191110T04Z,2466
20191110T03Z,2545
20191110T02Z,2593
20191110T01Z,2486
20191110T00Z,2412
20191109T23Z,2411
20191109T22Z,2446
20191109T21Z,2477
20191109T20Z,2525
20191109T19Z,2529
20191109T18Z,2515
20191109T17Z,2437
20191109T16Z,2303
20191109T15Z,2146
20191109T14Z,2003
20191109T13Z,1906
20191109T12Z,1873
20191109T11Z,1882
20191109T10Z,1910
20191109T09Z,1974
20191109T08Z,2083
20191109T07Z,2219
20191109T06Z,2360
20191109T05Z,2465
20191109T04Z,2547
20191109T03Z,2615
20191109T02Z,2635
20191109T01Z,2480
20191109T00Z,2394
20191108T23Z,2389
20191108T22Z,2419
20191108T21Z,2457
20191108T20Z,2533
20191108T19Z,2614
20191108T18Z,2706
20191108T17Z,2796
20191108T16Z,2822
20191108T15Z,2654
20191108T14Z,2326
20191108T13Z,2072
20191108T12Z,1969
20191108T11Z,1930
20191108T10Z,1948
20191108T09Z,1983
20191108T08Z,2087
20191108T07Z,2249
20191108T06Z,2445
20191108T05Z,2590
20191108T04Z,2676
20191108T03Z,2730
20191108T02Z,2712
20191108T01Z,2536
