,Demand1
20200106T05-07,
20200106T04-07,745
20200106T03-07,740
20200106T02-07,742
20200106T01-07,763
20200106T00-07,808
20200105T23-07,854
20200105T22-07,908
20200105T21-07,936
20200105T20-07,928
20200105T19-07,930
20200105T18-07,881
20200105T17-07,785
20200105T16-07,748
20200105T15-07,740
20200105T14-07,743
20200105T13-07,756
20200105T12-07,771
20200105T11-07,788
20200105T10-07,799
20200105T09-07,810
20200105T08-07,828
20200105T07-07,815
20200105T06-07,793
20200105T05-07,767
20200105T04-07,763
20200105T03-07,777
20200105T02-07,788
20200105T01-07,813
20200105T00-07,850
20200104T23-07,902
20200104T22-07,927
20200104T21-07,956
20200104T20-07,955
20200104T19-07,946
20200104T18-07,898
20200104T17-07,817
20200104T16-07,795
20200104T15-07,787
20200104T14-07,792
20200104T13-07,810
20200104T12-07,834
20200104T11-07,853
20200104T10-07,869
20200104T09-07,878
20200104T08-07,881
20200104T07-07,874
20200104T06-07,835
20200104T05-07,807
20200104T04-07,794
20200104T03-07,794
20200104T02-07,806
20200104T01-07,841
20200104T00-07,874
20200103T23-07,936
20200103T22-07,985
20200103T21-07,1001
20200103T20-07,1014
20200103T19-07,1009
20200103T18-07,960
20200103T17-07,884
20200103T16-07,854
20200103T15-07,858
20200103T14-07,870
20200103T13-07,877
20200103T12-07,891
20200103T11-07,909
20200103T10-07,921
20200103T09-07,951
20200103T08-07,949
20200103T07-07,933
20200103T06-07,864
20200103T05-07,823
20200103T04-07,798
20200103T03-07,799
20200103T02-07,814
20200103T01-07,836
20200103T00-07,882
20200102T23-07,944
20200102T22-07,1006
20200102T21-07,1051
20200102T20-07,1067
20200102T19-07,1078
20200102T18-07,1049
20200102T17-07,993
20200102T16-07,967
20200102T15-07,950
20200102T14-07,959
20200102T13-07,958
20200102T12-07,947
20200102T11-07,927
20200102T10-07,900
20200102T09-07,909
20200102T08-07,878
20200102T07-07,825
20200102T06-07,762
20200102T05-07,718
20200102T04-07,695
20200102T03-07,690
20200102T02-07,702
20200102T01-07,727
20200102T00-07,769
20200101T23-07,822
20200101T22-07,872
20200101T21-07,896
20200101T20-07,904
20200101T19-07,898
20200101T18-07,849
20200101T17-07,752
20200101T16-07,717
20200101T15-07,704
20200101T14-07,703
20200101T13-07,710
20200101T12-07,720
20200101T11-07,728
