,Demand1
20191218T09-07,1508
20191218T08-07,1678
20191218T07-07,1739
20191218T06-07,1633
20191218T05-07,1514
20191218T04-07,1414
20191218T03-07,1424
20191218T02-07,1423
20191218T01-07,1415
20191218T00-07,1675
20191217T23-07,1857
20191217T22-07,1989
20191217T21-07,2073
20191217T20-07,2180
20191217T19-07,2178
20191217T18-07,2191
20191217T17-07,1892
20191217T16-07,1616
20191217T15-07,1452
20191217T14-07,1304
20191217T13-07,1301
20191217T12-07,1321
20191217T11-07,1401
20191217T10-07,1615
20191217T09-07,1827
20191217T08-07,2182
20191217T07-07,2278
20191217T06-07,2059
20191217T05-07,1842
20191217T04-07,1721
20191217T03-07,1663
20191217T02-07,1653
20191217T01-07,1656
20191217T00-07,1702
20191216T23-07,1914
20191216T22-07,2142
20191216T21-07,2274
20191216T20-07,2358
20191216T19-07,2333
20191216T18-07,2350
20191216T17-07,1976
20191216T16-07,1633
20191216T15-07,1500
20191216T14-07,1496
20191216T13-07,1493
20191216T12-07,1499
20191216T11-07,1631
20191216T10-07,1688
20191216T09-07,1952
20191216T08-07,2242
20191216T07-07,2314
20191216T06-07,2075
20191216T05-07,1840
20191216T04-07,1716
20191216T03-07,1640
20191216T02-07,1625
20191216T01-07,1643
20191216T00-07,1696
20191215T23-07,1804
20191215T22-07,1945
20191215T21-07,2071
20191215T20-07,2105
20191215T19-07,2043
20191215T18-07,2007
20191215T17-07,1788
20191215T16-07,1630
20191215T15-07,1377
20191215T14-07,1314
20191215T13-07,1310
20191215T12-07,1309
20191215T11-07,1375
20191215T10-07,1470
20191215T09-07,1583
20191215T08-07,1753
20191215T07-07,1740
20191215T06-07,1635
20191215T05-07,1606
20191215T04-07,1437
20191215T03-07,1446
20191215T02-07,1458
20191215T01-07,1501
20191215T00-07,1578
20191214T23-07,1674
20191214T22-07,1863
20191214T21-07,1956
20191214T20-07,1980
20191214T19-07,2018
20191214T18-07,2085
20191214T17-07,2004
20191214T16-07,1743
20191214T15-07,1508
20191214T14-07,1433
20191214T13-07,1487
20191214T12-07,1375
20191214T11-07,1394
20191214T10-07,1445
20191214T09-07,1546
20191214T08-07,1834
20191214T07-07,1846
20191214T06-07,1646
20191214T05-07,1521
20191214T04-07,1489
20191214T03-07,1431
20191214T02-07,1442
20191214T01-07,1475
20191214T00-07,1395
20191213T23-07,1501
20191213T22-07,1530
20191213T21-07,1615
20191213T20-07,1596
20191213T19-07,1623
20191213T18-07,1628
20191213T17-07,1536
20191213T16-07,1327
20191213T15-07,1184
20191213T14-07,1113
20191213T13-07,1088
20191213T12-07,1116
20191213T11-07,1245
20191213T10-07,1394
20191213T09-07,1567
20191213T08-07,1811
20191213T07-07,1902
20191213T06-07,1729
20191213T05-07,1644
20191213T04-07,1555
20191213T03-07,1496
20191213T02-07,1493
20191213T01-07,1501
20191213T00-07,1450
20191212T23-07,1671
20191212T22-07,1744
20191212T21-07,1808
20191212T20-07,1869
20191212T19-07,1880
20191212T18-07,1893
20191212T17-07,1668
20191212T16-07,1512
20191212T15-07,1378
20191212T14-07,1384
20191212T13-07,1268
20191212T12-07,1269
20191212T11-07,1345
20191212T10-07,1425
20191212T09-07,1602
20191212T08-07,1728
20191212T07-07,1753
20191212T06-07,1519
20191212T05-07,1610
20191212T04-07,1459
20191212T03-07,1431
20191212T02-07,1434
20191212T01-07,1460
20191212T00-07,1533
20191211T23-07,1710
20191211T22-07,1800
20191211T21-07,1889
20191211T20-07,1870
20191211T19-07,1828
20191211T18-07,1880
20191211T17-07,1758
20191211T16-07,1548
20191211T15-07,1360
20191211T14-07,1256
20191211T13-07,1347
20191211T12-07,1439
20191211T11-07,1364
20191211T10-07,1347
20191211T09-07,1643
20191211T08-07,1832
20191211T07-07,1747
20191211T06-07,1691
20191211T05-07,1500
20191211T04-07,1385
20191211T03-07,1379
20191211T02-07,1417
20191211T01-07,1390
20191211T00-07,1481
20191210T23-07,1551
20191210T22-07,1703
20191210T21-07,1758
20191210T20-07,1784
20191210T19-07,1829
20191210T18-07,1905
20191210T17-07,1627
20191210T16-07,1499
20191210T15-07,1378
20191210T14-07,1271
20191210T13-07,1230
20191210T12-07,1229
20191210T11-07,1296
20191210T10-07,1305
20191210T09-07,1454
20191210T08-07,1597
20191210T07-07,1902
20191210T06-07,1597
20191210T05-07,1390
20191210T04-07,1347
20191210T03-07,1378
20191210T02-07,1383
20191210T01-07,1366
20191210T00-07,1388
20191209T23-07,1283
20191209T22-07,1318
20191209T21-07,1454
20191209T20-07,1540
20191209T19-07,1571
20191209T18-07,1658
20191209T17-07,1502
20191209T16-07,1354
20191209T15-07,1123
20191209T14-07,1242
20191209T13-07,1302
20191209T12-07,1305
20191209T11-07,1291
20191209T10-07,1156
20191209T09-07,1315
20191209T08-07,1277
20191209T07-07,1403
20191209T06-07,1306
20191209T05-07,1164
20191209T04-07,1125
20191209T03-07,1063
20191209T02-07,1137
20191209T01-07,1136
20191209T00-07,1204
20191208T23-07,1259
20191208T22-07,1277
20191208T21-07,1403
20191208T20-07,1486
20191208T19-07,1499
20191208T18-07,1597
20191208T17-07,1471
20191208T16-07,1340
20191208T15-07,1322
20191208T14-07,1319
20191208T13-07,1298
20191208T12-07,1318
20191208T11-07,1273
20191208T10-07,1317
20191208T09-07,1277
20191208T08-07,1231
20191208T07-07,1153
20191208T06-07,1151
20191208T05-07,1102
20191208T04-07,1068
20191208T03-07,1062
20191208T02-07,1074
20191208T01-07,1061
20191208T00-07,1029
20191207T23-07,1111
20191207T22-07,1272
20191207T21-07,1359
20191207T20-07,1382
20191207T19-07,1282
20191207T18-07,1341
20191207T17-07,1327
20191207T16-07,1311
20191207T15-07,1230
20191207T14-07,1089
20191207T13-07,1054
20191207T12-07,1062
20191207T11-07,1172
20191207T10-07,1249
20191207T09-07,1218
20191207T08-07,1348
20191207T07-07,1323
20191207T06-07,1257
20191207T05-07,1129
20191207T04-07,1041
20191207T03-07,1022
20191207T02-07,1044
20191207T01-07,1113
20191207T00-07,1114
20191206T23-07,1273
20191206T22-07,1393
20191206T21-07,1503
20191206T20-07,1526
20191206T19-07,1520
20191206T18-07,1516
20191206T17-07,1383
20191206T16-07,1165
20191206T15-07,1024
20191206T14-07,1096
20191206T13-07,1074
20191206T12-07,1030
20191206T11-07,973
20191206T10-07,1085
20191206T09-07,1166
20191206T08-07,1430
20191206T07-07,1466
20191206T06-07,1360
20191206T05-07,1253
20191206T04-07,1223
20191206T03-07,1189
20191206T02-07,1174
20191206T01-07,1097
20191206T00-07,1240
20191205T23-07,1419
20191205T22-07,1629
20191205T21-07,1753
20191205T20-07,1787
20191205T19-07,1838
20191205T18-07,1811
20191205T17-07,1746
20191205T16-07,1560
20191205T15-07,1407
20191205T14-07,1354
20191205T13-07,1337
20191205T12-07,1314
20191205T11-07,1318
20191205T10-07,1331
20191205T09-07,1165
20191205T08-07,1301
20191205T07-07,1279
20191205T06-07,1044
20191205T05-07,880
20191205T04-07,793
20191205T03-07,762
20191205T02-07,782
20191205T01-07,824
20191205T00-07,873
20191204T23-07,1075
20191204T22-07,1190
20191204T21-07,1324
20191204T20-07,1351
20191204T19-07,1344
20191204T18-07,1424
20191204T17-07,1367
20191204T16-07,1462
20191204T15-07,1360
20191204T14-07,1309
20191204T13-07,1125
20191204T12-07,1180
20191204T11-07,1087
20191204T10-07,1153
20191204T09-07,1315
20191204T08-07,1427
20191204T07-07,1370
20191204T06-07,1238
20191204T05-07,1085
20191204T04-07,1002
20191204T03-07,969
20191204T02-07,989
20191204T01-07,1072
20191204T00-07,1139
20191203T23-07,1233
20191203T22-07,1401
20191203T21-07,1506
20191203T20-07,1519
20191203T19-07,1503
20191203T18-07,1550
20191203T17-07,1310
20191203T16-07,1274
20191203T15-07,1268
20191203T14-07,1255
20191203T13-07,1030
20191203T12-07,1000
20191203T11-07,1028
20191203T10-07,1087
20191203T09-07,1201
20191203T08-07,1386
20191203T07-07,1509
20191203T06-07,1363
20191203T05-07,1289
20191203T04-07,1225
20191203T03-07,1184
20191203T02-07,1048
20191203T01-07,1060
20191203T00-07,1125
20191202T23-07,1125
20191202T22-07,1350
20191202T21-07,1332
20191202T20-07,1391
20191202T19-07,1378
20191202T18-07,1391
20191202T17-07,1364
20191202T16-07,1211
20191202T15-07,1161
20191202T14-07,1057
20191202T13-07,956
20191202T12-07,1009
20191202T11-07,1058
20191202T10-07,1138
20191202T09-07,1254
20191202T08-07,1377
20191202T07-07,1373
20191202T06-07,1299
20191202T05-07,1107
20191202T04-07,1028
20191202T03-07,1012
20191202T02-07,1011
20191202T01-07,1066
20191202T00-07,1102
20191201T23-07,1196
20191201T22-07,1326
20191201T21-07,1355
20191201T20-07,1447
20191201T19-07,1472
20191201T18-07,1455
20191201T17-07,1366
20191201T16-07,1037
20191201T15-07,969
20191201T14-07,896
20191201T13-07,889
20191201T12-07,954
20191201T11-07,995
20191201T10-07,1066
20191201T09-07,1097
20191201T08-07,1196
20191201T07-07,1190
20191201T06-07,1045
20191201T05-07,905
20191201T04-07,829
20191201T03-07,830
20191201T02-07,823
20191201T01-07,878
20191201T00-07,957
20191130T23-07,1059
20191130T22-07,1162
20191130T21-07,1236
20191130T20-07,1309
20191130T19-07,1319
20191130T18-07,1319
20191130T17-07,1295
20191130T16-07,1114
20191130T15-07,886
20191130T14-07,813
20191130T13-07,814
20191130T12-07,876
20191130T11-07,897
20191130T10-07,946
20191130T09-07,1036
20191130T08-07,1130
20191130T07-07,1116
20191130T06-07,1075
20191130T05-07,1013
20191130T04-07,928
20191130T03-07,852
20191130T02-07,924
20191130T01-07,973
20191130T00-07,964
20191129T23-07,1104
20191129T22-07,1220
20191129T21-07,1342
20191129T20-07,1393
20191129T19-07,1419
20191129T18-07,1572
20191129T17-07,1367
20191129T16-07,1317
20191129T15-07,1214
20191129T14-07,1180
20191129T13-07,1162
20191129T12-07,1212
20191129T11-07,1214
20191129T10-07,1351
20191129T09-07,1255
20191129T08-07,1067
20191129T07-07,959
20191129T06-07,911
20191129T05-07,858
20191129T04-07,845
20191129T03-07,816
20191129T02-07,785
20191129T01-07,803
20191129T00-07,871
20191128T23-07,961
20191128T22-07,1047
20191128T21-07,1126
20191128T20-07,1154
20191128T19-07,1161
20191128T18-07,1177
20191128T17-07,1160
20191128T16-07,1136
20191128T15-07,1104
20191128T14-07,1157
20191128T13-07,1212
20191128T12-07,1166
20191128T11-07,1194
20191128T10-07,1169
20191128T09-07,1135
20191128T08-07,1056
20191128T07-07,1064
20191128T06-07,953
20191128T05-07,825
20191128T04-07,779
20191128T03-07,770
20191128T02-07,798
20191128T01-07,935
