,Demand1
20191218T11-05,15350
20191218T10-05,15764
20191218T09-05,15973
20191218T08-05,15749
20191218T07-05,15132
20191218T06-05,14163
20191218T05-05,13243
20191218T04-05,12698
20191218T03-05,12604
20191218T02-05,12767
20191218T01-05,13026
20191218T00-05,13415
20191217T23-05,14380
20191217T22-05,15550
20191217T21-05,16610
20191217T20-05,17339
20191217T19-05,17867
20191217T18-05,18210
20191217T17-05,17731
20191217T16-05,17003
20191217T15-05,16950
20191217T14-05,17103
20191217T13-05,17147
20191217T12-05,17126
20191217T11-05,16933
20191217T10-05,16647
20191217T09-05,16245
20191217T08-05,15690
20191217T07-05,14805
20191217T06-05,13840
20191217T05-05,13034
20191217T04-05,12887
20191217T03-05,12895
20191217T02-05,13034
20191217T01-05,13227
20191217T00-05,13631
20191216T23-05,14555
20191216T22-05,15782
20191216T21-05,16769
20191216T20-05,17371
20191216T19-05,17760
20191216T18-05,17849
20191216T17-05,17019
20191216T16-05,15910
20191216T15-05,15529
20191216T14-05,15380
20191216T13-05,15493
20191216T12-05,15745
20191216T11-05,15791
20191216T10-05,15793
20191216T09-05,15832
20191216T08-05,15734
20191216T07-05,14685
20191216T06-05,13009
20191216T05-05,12443
20191216T04-05,12151
20191216T03-05,11921
20191216T02-05,11920
20191216T01-05,12523
20191216T00-05,12637
20191215T23-05,13395
20191215T22-05,14492
20191215T21-05,15292
20191215T20-05,15741
20191215T19-05,16070
20191215T18-05,16062
20191215T17-05,15119
20191215T16-05,13860
20191215T15-05,13418
20191215T14-05,13266
20191215T13-05,13238
20191215T12-05,12882
20191215T11-05,12563
20191215T10-05,12588
20191215T09-05,12333
20191215T08-05,11790
20191215T07-05,11511
20191215T06-05,11208
20191215T05-05,11089
20191215T04-05,10749
20191215T03-05,10790
20191215T02-05,10950
20191215T01-05,11145
20191215T00-05,11616
20191214T23-05,12296
20191214T22-05,13011
20191214T21-05,13622
20191214T20-05,14130
20191214T19-05,14595
20191214T18-05,14911
20191214T17-05,14605
20191214T16-05,13868
20191214T15-05,13647
20191214T14-05,13670
20191214T13-05,13801
20191214T12-05,13930
20191214T11-05,14035
20191214T10-05,13885
20191214T09-05,13555
20191214T08-05,12889
20191214T07-05,12163
20191214T06-05,12001
20191214T05-05,11668
20191214T04-05,11608
20191214T03-05,11634
20191214T02-05,11791
20191214T01-05,11924
20191214T00-05,12594
20191213T23-05,13697
20191213T22-05,14536
20191213T21-05,15292
20191213T20-05,15864
20191213T19-05,16405
20191213T18-05,16779
20191213T17-05,16489
20191213T16-05,15764
20191213T15-05,15615
20191213T14-05,15671
20191213T13-05,15659
20191213T12-05,15834
20191213T11-05,15938
20191213T10-05,16052
20191213T09-05,16154
20191213T08-05,16045
20191213T07-05,15086
20191213T06-05,13470
20191213T05-05,13151
20191213T04-05,12907
20191213T03-05,12880
20191213T02-05,12857
20191213T01-05,13003
20191213T00-05,13717
20191212T23-05,14682
20191212T22-05,15945
20191212T21-05,16808
20191212T20-05,17281
20191212T19-05,17507
20191212T18-05,17573
20191212T17-05,16846
20191212T16-05,15781
20191212T15-05,15664
20191212T14-05,15676
20191212T13-05,15217
20191212T12-05,15493
20191212T11-05,15799
20191212T10-05,16050
20191212T09-05,16360
20191212T08-05,16367
20191212T07-05,15384
20191212T06-05,13588
20191212T05-05,12738
20191212T04-05,12305
20191212T03-05,12237
20191212T02-05,12335
20191212T01-05,12433
20191212T00-05,13151
20191211T23-05,14321
20191211T22-05,15559
20191211T21-05,16465
20191211T20-05,17040
20191211T19-05,17362
20191211T18-05,17424
20191211T17-05,16508
20191211T16-05,15394
20191211T15-05,15019
20191211T14-05,14963
20191211T13-05,15117
20191211T12-05,15575
20191211T11-05,15852
20191211T10-05,15821
20191211T09-05,15521
20191211T08-05,15030
20191211T07-05,13860
20191211T06-05,12206
20191211T05-05,11424
20191211T04-05,11011
20191211T03-05,10881
20191211T02-05,10989
20191211T01-05,11495
20191211T00-05,12147
20191210T23-05,12948
20191210T22-05,13854
20191210T21-05,14712
20191210T20-05,15296
20191210T19-05,15704
20191210T18-05,15853
20191210T17-05,15312
20191210T16-05,14490
20191210T15-05,14257
20191210T14-05,14217
20191210T13-05,14138
20191210T12-05,14007
20191210T11-05,13997
20191210T10-05,13946
20191210T09-05,13953
20191210T08-05,13853
20191210T07-05,12874
20191210T06-05,11197
20191210T05-05,10891
20191210T04-05,10746
20191210T03-05,10544
20191210T02-05,10882
20191210T01-05,11494
20191210T00-05,12046
20191209T23-05,12980
20191209T22-05,14052
20191209T21-05,15110
20191209T20-05,15836
