,Total interchange1
20191218T00-07,-37
20191217T23-07,-44
20191217T22-07,-49
20191217T21-07,-54
20191217T20-07,-53
20191217T19-07,-58
20191217T18-07,-56
20191217T17-07,-52
20191217T16-07,-53
20191217T15-07,-47
20191217T14-07,-56
20191217T13-07,-47
20191217T12-07,-49
20191217T11-07,-52
20191217T10-07,-52
20191217T09-07,-55
20191217T08-07,-54
20191217T07-07,-57
20191217T06-07,-43
20191217T05-07,-40
20191217T04-07,-39
20191217T03-07,-39
20191217T02-07,-40
20191217T01-07,-38
20191217T00-07,-46
20191216T23-07,-51
20191216T22-07,-62
20191216T21-07,-63
20191216T20-07,-62
20191216T19-07,-70
20191216T18-07,-59
20191216T17-07,-63
20191216T16-07,-48
20191216T15-07,-48
20191216T14-07,-50
20191216T13-07,-49
20191216T12-07,-55
20191216T11-07,-56
20191216T10-07,-57
20191216T09-07,-57
20191216T08-07,-56
20191216T07-07,-54
20191216T06-07,-44
20191216T05-07,-43
20191216T04-07,-49
20191216T03-07,-45
20191216T02-07,-42
20191216T01-07,-47
20191216T00-07,-49
20191215T23-07,-49
20191215T22-07,-51
20191215T21-07,-56
20191215T20-07,-58
20191215T19-07,-62
20191215T18-07,-67
20191215T17-07,-57
20191215T16-07,-47
20191215T15-07,-49
20191215T14-07,-45
20191215T13-07,-51
20191215T12-07,-53
20191215T11-07,-49
20191215T10-07,-52
20191215T09-07,-47
20191215T08-07,-48
20191215T07-07,-45
20191215T06-07,-44
20191215T05-07,-42
20191215T04-07,-39
20191215T03-07,-40
20191215T02-07,-47
20191215T01-07,-47
20191215T00-07,-45
20191214T23-07,-83
20191214T22-07,-80
20191214T21-07,-56
20191214T20-07,-54
20191214T19-07,-59
20191214T18-07,-58
20191214T17-07,-57
20191214T16-07,-51
20191214T15-07,-57
20191214T14-07,-56
20191214T13-07,-56
20191214T12-07,-58
20191214T11-07,-73
20191214T10-07,-84
20191214T09-07,-80
20191214T08-07,-62
20191214T07-07,-48
20191214T06-07,-50
20191214T05-07,-42
20191214T04-07,-41
20191214T03-07,-47
20191214T02-07,-38
20191214T01-07,-51
20191214T00-07,-48
20191213T23-07,-60
20191213T22-07,-53
20191213T21-07,-56
20191213T20-07,-56
20191213T19-07,-60
20191213T18-07,-65
20191213T17-07,-57
20191213T16-07,-57
20191213T15-07,-57
20191213T14-07,-54
20191213T13-07,-57
20191213T12-07,-52
20191213T11-07,-55
20191213T10-07,-56
20191213T09-07,-54
