,Total interchange1
20191218T00-08,-885
20191217T23-08,-1009
20191217T22-08,-1236
20191217T21-08,-1431
20191217T20-08,-1542
20191217T19-08,-1628
20191217T18-08,-1709
20191217T17-08,-1700
20191217T16-08,-1607
20191217T15-08,-1637
20191217T14-08,-1654
20191217T13-08,-1696
20191217T12-08,-1516
20191217T11-08,-1519
20191217T10-08,-1641
20191217T09-08,-1639
20191217T08-08,-1764
20191217T07-08,-1630
20191217T06-08,-1290
20191217T05-08,-945
20191217T04-08,-846
20191217T03-08,-811
20191217T02-08,-830
20191217T01-08,-891
20191217T00-08,-985
20191216T23-08,-1102
20191216T22-08,-1283
20191216T21-08,-1346
20191216T20-08,-1390
20191216T19-08,-1434
20191216T18-08,-1389
20191216T17-08,-1300
20191216T16-08,-1357
20191216T15-08,-1690
20191216T14-08,-1834
20191216T13-08,-1917
20191216T12-08,-1892
20191216T11-08,-1679
20191216T10-08,-1618
20191216T09-08,-1672
20191216T08-08,-1747
20191216T07-08,-1549
20191216T06-08,-1152
20191216T05-08,-933
20191216T04-08,-794
20191216T03-08,-697
20191216T02-08,-656
20191216T01-08,-652
20191216T00-08,-707
20191215T23-08,-726
20191215T22-08,-890
20191215T21-08,-1027
20191215T20-08,-1129
20191215T19-08,-1180
20191215T18-08,-1221
20191215T17-08,-1069
20191215T16-08,-1269
20191215T15-08,-1567
20191215T14-08,-1453
20191215T13-08,-1542
20191215T12-08,-1486
20191215T11-08,-1335
20191215T10-08,-1514
20191215T09-08,-1286
20191215T08-08,-1080
20191215T07-08,-880
20191215T06-08,-871
20191215T05-08,-730
20191215T04-08,-645
20191215T03-08,-696
20191215T02-08,-802
20191215T01-08,-712
20191215T00-08,-635
20191214T23-08,-708
20191214T22-08,-937
20191214T21-08,-994
20191214T20-08,-1171
20191214T19-08,-1188
20191214T18-08,-1167
20191214T17-08,-1178
20191214T16-08,-1283
20191214T15-08,-1595
20191214T14-08,-1641
20191214T13-08,-1801
20191214T12-08,-1699
20191214T11-08,-1553
20191214T10-08,-1371
20191214T09-08,-1134
20191214T08-08,-1278
20191214T07-08,-1021
20191214T06-08,-743
20191214T05-08,-629
20191214T04-08,-674
20191214T03-08,-609
20191214T02-08,-726
20191214T01-08,-727
20191214T00-08,-740
20191213T23-08,-788
20191213T22-08,-962
20191213T21-08,-1042
20191213T20-08,-1073
20191213T19-08,-1075
20191213T18-08,-1134
20191213T17-08,-1087
20191213T16-08,-1169
20191213T15-08,-1430
20191213T14-08,-1547
20191213T13-08,-1548
20191213T12-08,-1458
20191213T11-08,-1701
20191213T10-08,-1824
20191213T09-08,-1475
20191213T08-08,-1266
20191213T07-08,-1054
20191213T06-08,-775
20191213T05-08,-766
20191213T04-08,-861
20191213T03-08,-815
20191213T02-08,-888
20191213T01-08,-830
20191213T00-08,-975
20191212T23-08,-904
20191212T22-08,-1187
20191212T21-08,-1168
20191212T20-08,-1152
20191212T19-08,-1113
20191212T18-08,-1133
20191212T17-08,-1019
20191212T16-08,-1135
20191212T15-08,-1098
20191212T14-08,-1225
20191212T13-08,-1277
20191212T12-08,-1191
20191212T11-08,-1185
20191212T10-08,-1203
20191212T09-08,-1233
20191212T08-08,-1169
20191212T07-08,-1008
20191212T06-08,-791
20191212T05-08,-599
20191212T04-08,-686
20191212T03-08,-773
20191212T02-08,-769
20191212T01-08,-794
20191212T00-08,-952
20191211T23-08,-968
20191211T22-08,-1326
20191211T21-08,-1521
20191211T20-08,-1639
20191211T19-08,-1685
20191211T18-08,-1744
20191211T17-08,-1735
20191211T16-08,-1716
20191211T15-08,-1642
20191211T14-08,-1711
20191211T13-08,-1680
20191211T12-08,-1624
20191211T11-08,-1623
20191211T10-08,-1697
20191211T09-08,-1734
20191211T08-08,-1703
20191211T07-08,-1551
20191211T06-08,-1142
20191211T05-08,-930
20191211T04-08,-834
20191211T03-08,-815
20191211T02-08,-869
20191211T01-08,-933
20191211T00-08,-1146
20191210T23-08,-1316
20191210T22-08,-1469
20191210T21-08,-1616
20191210T20-08,-1720
20191210T19-08,-1767
20191210T18-08,-1819
20191210T17-08,-1782
20191210T16-08,-1677
20191210T15-08,-1666
20191210T14-08,-1634
20191210T13-08,-1655
20191210T12-08,-1740
20191210T11-08,-1742
20191210T10-08,-1715
20191210T09-08,-1765
20191210T08-08,-1904
20191210T07-08,-1734
20191210T06-08,-1358
20191210T05-08,-1030
20191210T04-08,-949
20191210T03-08,-852
20191210T02-08,-855
20191210T01-08,-970
20191210T00-08,-1091
20191209T23-08,-1244
20191209T22-08,-1420
20191209T21-08,-1589
20191209T20-08,-1620
20191209T19-08,-1631
20191209T18-08,-1640
20191209T17-08,-1597
20191209T16-08,-1525
20191209T15-08,-1529
20191209T14-08,-1598
20191209T13-08,-1520
20191209T12-08,-1468
20191209T11-08,-1470
20191209T10-08,-1590
20191209T09-08,-1675
20191209T08-08,-1745
20191209T07-08,-1512
20191209T06-08,-1222
20191209T05-08,-977
20191209T04-08,-857
20191209T03-08,-813
20191209T02-08,-842
20191209T01-08,-846
20191209T00-08,-904
20191208T23-08,-943
20191208T22-08,-1111
20191208T21-08,-1238
20191208T20-08,-1285
20191208T19-08,-1326
20191208T18-08,-1407
20191208T17-08,-1289
20191208T16-08,-1126
20191208T15-08,-1027
20191208T14-08,-1046
20191208T13-08,-1182
20191208T12-08,-1254
20191208T11-08,-1191
20191208T10-08,-1208
20191208T09-08,-1265
20191208T08-08,-1163
20191208T07-08,-1041
20191208T06-08,-985
20191208T05-08,-926
20191208T04-08,-746
20191208T03-08,-740
20191208T02-08,-767
20191208T01-08,-804
20191208T00-08,-849
20191207T23-08,-927
20191207T22-08,-1117
20191207T21-08,-1198
20191207T20-08,-1250
20191207T19-08,-1335
20191207T18-08,-1422
20191207T17-08,-1330
20191207T16-08,-1258
20191207T15-08,-1288
20191207T14-08,-1330
20191207T13-08,-1340
20191207T12-08,-1310
20191207T11-08,-1359
20191207T10-08,-1368
20191207T09-08,-1278
20191207T08-08,-1205
20191207T07-08,-1120
20191207T06-08,-952
20191207T05-08,-847
20191207T04-08,-923
20191207T03-08,-849
20191207T02-08,-842
20191207T01-08,-920
20191207T00-08,-963
20191206T23-08,-800
20191206T22-08,-943
