,Total interchange1
20200106T00-05,-221
20200105T23-05,-250
20200105T22-05,-288
20200105T21-05,-309
20200105T20-05,-315
20200105T19-05,-307
20200105T18-05,-258
20200105T17-05,-201
20200105T16-05,-184
20200105T15-05,-193
20200105T14-05,-215
20200105T13-05,-249
20200105T12-05,-245
20200105T11-05,-237
20200105T10-05,-178
20200105T09-05,-184
20200105T08-05,-269
20200105T07-05,-282
20200105T06-05,-260
20200105T05-05,-233
20200105T04-05,-221
20200105T03-05,-217
20200105T02-05,-221
20200105T01-05,-226
20200105T00-05,-244
20200104T23-05,-278
20200104T22-05,-300
20200104T21-05,-308
20200104T20-05,-305
20200104T19-05,-303
20200104T18-05,-266
20200104T17-05,-252
20200104T16-05,-243
20200104T15-05,-167
20200104T14-05,-175
20200104T13-05,-177
20200104T12-05,-176
20200104T11-05,-181
20200104T10-05,-171
20200104T09-05,-153
20200104T08-05,-119
20200104T07-05,-87
20200104T06-05,-68
20200104T05-05,-67
20200104T04-05,-91
20200104T03-05,-31
20200104T02-05,-39
20200104T01-05,-54
20200104T00-05,-83
20200103T23-05,-116
20200103T22-05,-146
20200103T21-05,-171
20200103T20-05,-188
20200103T19-05,-203
20200103T18-05,-196
20200103T17-05,-169
20200103T16-05,-171
20200103T15-05,-178
20200103T14-05,-192
20200103T13-05,-205
20200103T12-05,-217
20200103T11-05,-217
20200103T10-05,-210
20200103T09-05,-204
20200103T08-05,-193
20200103T07-05,-161
20200103T06-05,-118
20200103T05-05,-93
20200103T04-05,-81
20200103T03-05,-89
20200103T02-05,-96
20200103T01-05,-110
20200103T00-05,-109
20200102T23-05,-119
20200102T22-05,-162
20200102T21-05,-199
20200102T20-05,-224
20200102T19-05,-247
20200102T18-05,-286
20200102T17-05,-263
20200102T16-05,-259
20200102T15-05,-265
20200102T14-05,-274
20200102T13-05,-278
20200102T12-05,-228
20200102T11-05,-225
20200102T10-05,-229
20200102T09-05,-229
20200102T08-05,-225
20200102T07-05,-193
20200102T06-05,-198
20200102T05-05,-245
20200102T04-05,-239
20200102T03-05,-241
20200102T02-05,-248
20200102T01-05,-240
20200102T00-05,-205
20200101T23-05,-189
20200101T22-05,-199
20200101T21-05,-216
20200101T20-05,-215
20200101T19-05,-209
20200101T18-05,-215
20200101T17-05,-256
20200101T16-05,-253
20200101T15-05,-254
20200101T14-05,-276
20200101T13-05,-249
20200101T12-05,-273
20200101T11-05,-281
20200101T10-05,-216
20200101T09-05,-174
20200101T08-05,-101
20200101T07-05,-168
20200101T06-05,-141
20200101T05-05,-183
20200101T04-05,-182
20200101T03-05,-180
20200101T02-05,-184
20200101T01-05,-164
20191231T00-05,-130
20191230T23-05,-157
20191230T22-05,-154
20191230T21-05,-165
20191230T20-05,-168
20191230T19-05,-171
20191230T18-05,-166
20191230T17-05,-128
20191230T16-05,-115
20191230T15-05,-114
20191230T14-05,-121
20191230T13-05,-139
