,Total interchange1
20200102T00-06,-198
20200101T23-06,-198
20200101T22-06,-102
20200101T21-06,105
20200101T20-06,487
20200101T19-06,792
20200101T18-06,714
20200101T17-06,228
20200101T16-06,0
20200101T15-06,-5
20200101T14-06,-2
20200101T13-06,-2
20200101T12-06,-4
20200101T11-06,109
20200101T10-06,336
20200101T09-06,424
20200101T08-06,750
20200101T07-06,642
20200101T06-06,311
20200101T05-06,143
20200101T04-06,-98
20200101T03-06,-195
20200101T02-06,-198
20200101T01-06,-199
20200101T00-06,-197
20191231T23-06,-169
20191231T22-06,-30
20191231T21-06,313
20191231T20-06,658
20191231T19-06,709
20191231T18-06,715
20191231T17-06,516
20191231T16-06,37
20191231T15-06,-1
20191231T14-06,-4
20191231T13-06,-2
20191231T12-06,128
20191231T11-06,149
20191231T10-06,331
20191231T09-06,561
20191231T08-06,894
20191231T07-06,916
20191231T06-06,561
20191231T05-06,199
20191231T04-06,-95
20191231T03-06,-200
20191231T02-06,-199
20191231T01-06,-197
20191231T00-06,-199
20191230T23-06,-198
20191230T22-06,-160
20191230T21-06,124
20191230T20-06,551
20191230T19-06,964
20191230T18-06,867
20191230T17-06,359
20191230T16-06,34
20191230T15-06,2
20191230T14-06,-5
20191230T13-06,-4
20191230T12-06,-3
20191230T11-06,23
20191230T10-06,38
20191230T09-06,36
20191230T08-06,39
20191230T07-06,37
20191230T06-06,24
20191230T05-06,-2
20191230T04-06,-2
20191230T03-06,-199
20191230T02-06,-198
20191230T01-06,-198
20191230T00-06,-200
20191229T23-06,-192
20191229T22-06,-99
20191229T21-06,91
20191229T20-06,99
20191229T19-06,97
20191229T18-06,99
20191229T17-06,102
20191229T16-06,76
20191229T15-06,77
20191229T14-06,41
20191229T13-06,38
20191229T12-06,38
20191229T11-06,38
20191229T10-06,97
20191229T09-06,99
20191229T08-06,98
20191229T07-06,98
20191229T06-06,75
20191229T05-06,71
20191229T04-06,35
20191229T03-06,-165
20191229T02-06,-195
20191229T01-06,-199
20191229T00-06,-197
20191228T23-06,-198
20191228T22-06,-146
20191228T21-06,42
20191228T20-06,97
20191228T19-06,98
20191228T18-06,99
20191228T17-06,97
20191228T16-06,99
20191228T15-06,99
20191228T14-06,100
20191228T13-06,98
20191228T12-06,98
20191228T11-06,98
20191228T10-06,99
20191228T09-06,97
20191228T08-06,98
20191228T07-06,100
20191228T06-06,33
20191228T05-06,-294
20191228T04-06,-293
20191228T03-06,-297
20191228T02-06,-293
20191228T01-06,-296
20191228T00-06,-295
20191227T23-06,-295
20191227T22-06,-259
20191227T21-06,128
20191227T20-06,381
20191227T19-06,586
20191227T18-06,533
20191227T17-06,362
20191227T16-06,27
20191227T15-06,0
20191227T14-06,-3
20191227T13-06,-3
20191227T12-06,-3
20191227T11-06,55
20191227T10-06,73
20191227T09-06,108
20191227T08-06,469
20191227T07-06,623
20191227T06-06,331
20191227T05-06,176
20191227T04-06,-295
20191227T03-06,-293
20191227T02-06,-297
20191227T01-06,-292
20191227T00-06,-191
20191226T23-06,-186
20191226T22-06,-239
20191226T21-06,116
20191226T20-06,381
20191226T19-06,484
20191226T18-06,455
20191226T17-06,275
20191226T16-06,23
20191226T15-06,0
20191226T14-06,-2
20191226T13-06,-5
20191226T12-06,-1
20191226T11-06,-4
20191226T10-06,89
20191226T09-06,166
20191226T08-06,420
20191226T07-06,589
20191226T06-06,451
20191226T05-06,245
