,Total interchange1
20191101T12-04,1370
20191101T11-04,1361
20191101T10-04,1017
20191101T09-04,381
20191101T08-04,195
20191101T07-04,126
20191101T06-04,501
20191101T05-04,572
20191101T04-04,362
20191101T03-04,247
20191101T02-04,226
20191101T01-04,-125
20191101T00-04,-463
20191031T23-04,-610
20191031T22-04,-1173
20191031T21-04,-1494
20191031T20-04,-1675
20191031T19-04,-1680
20191031T18-04,-1773
20191031T17-04,-1491
20191031T16-04,-1116
20191031T15-04,-757
20191031T14-04,-560
20191031T13-04,-413
20191031T12-04,-431
20191031T11-04,-351
20191031T10-04,-190
20191031T09-04,-205
20191031T08-04,-492
20191031T07-04,-633
20191031T06-04,-458
20191031T05-04,-116
20191031T04-04,-43
20191031T03-04,-67
20191031T02-04,-263
20191031T01-04,-406
20191031T00-04,-111
20191030T23-04,55
20191030T22-04,-392
20191030T21-04,-584
20191030T20-04,-720
20191030T19-04,-653
20191030T18-04,-429
20191030T17-04,-491
20191030T16-04,-473
20191030T15-04,-243
20191030T14-04,-160
20191030T13-04,-144
20191030T12-04,-162
20191030T11-04,-256
20191030T10-04,-436
20191030T09-04,-681
20191030T08-04,-965
20191030T07-04,-1082
20191030T06-04,-765
20191030T05-04,-505
20191030T04-04,-509
20191030T03-04,-679
20191030T02-04,-756
20191030T01-04,-496
20191030T00-04,-61
20191029T23-04,80
20191029T22-04,-132
20191029T21-04,-396
20191029T20-04,-538
20191029T19-04,-523
20191029T18-04,-349
20191029T17-04,-193
20191029T16-04,-12
20191029T15-04,185
20191029T14-04,479
20191029T13-04,777
20191029T12-04,879
20191029T11-04,760
20191029T10-04,563
20191029T09-04,469
20191029T08-04,406
20191029T07-04,109
20191029T06-04,184
20191029T05-04,397
20191029T04-04,445
20191029T03-04,383
20191029T02-04,212
20191029T01-04,66
20191029T00-04,-118
20191028T23-04,-484
20191028T22-04,-899
20191028T21-04,-982
20191028T20-04,-1054
20191028T19-04,-1057
20191028T18-04,-935
20191028T17-04,-299
20191028T16-04,229
20191028T15-04,304
20191028T14-04,341
20191028T13-04,561
20191028T12-04,618
20191028T11-04,535
20191028T10-04,513
20191028T09-04,353
20191028T08-04,117
20191028T07-04,156
20191028T06-04,66
20191028T05-04,23
20191028T04-04,-53
20191028T03-04,-240
20191028T02-04,-265
20191028T01-04,-114
20191028T00-04,-92
20191027T23-04,-379
20191027T22-04,-676
20191027T21-04,-1197
20191027T20-04,-1433
20191027T19-04,-1568
20191027T18-04,-1357
20191027T17-04,-847
20191027T16-04,-482
20191027T15-04,-433
20191027T14-04,-407
20191027T13-04,-270
20191027T12-04,-137
20191027T11-04,-203
20191027T10-04,-236
20191027T09-04,-543
20191027T08-04,-589
20191027T07-04,-310
20191027T06-04,-187
20191027T05-04,-99
20191027T04-04,-78
20191027T03-04,-107
20191027T02-04,-239
20191027T01-04,-473
20191027T00-04,-457
20191026T23-04,-450
20191026T22-04,-474
20191026T21-04,-506
20191026T20-04,-400
20191026T19-04,-350
20191026T18-04,-225
20191026T17-04,-20
20191026T16-04,-309
20191026T15-04,-183
20191026T14-04,-30
20191026T13-04,355
20191026T12-04,576
20191026T11-04,491
20191026T10-04,263
20191026T09-04,-158
20191026T08-04,-300
20191026T07-04,-201
20191026T06-04,-68
20191026T05-04,-63
20191026T04-04,-40
20191026T03-04,-49
20191026T02-04,-92
20191026T01-04,-10
20191026T00-04,240
20191025T23-04,156
20191025T22-04,-71
20191025T21-04,-119
20191025T20-04,23
20191025T19-04,-48
20191025T18-04,37
20191025T17-04,299
20191025T16-04,714
20191025T15-04,993
20191025T14-04,984
20191025T13-04,1232
20191025T12-04,1358
20191025T11-04,1292
20191025T10-04,1046
20191025T09-04,663
20191025T08-04,323
20191025T07-04,538
20191025T06-04,992
20191025T05-04,1008
20191025T04-04,969
20191025T03-04,1016
20191025T02-04,913
20191025T01-04,922
20191025T00-04,832
20191024T23-04,480
20191024T22-04,421
20191024T21-04,312
20191024T20-04,221
20191024T19-04,485
20191024T18-04,577
20191024T17-04,764
20191024T16-04,1158
20191024T15-04,1648
20191024T14-04,1817
20191024T13-04,2074
20191024T12-04,1960
20191024T11-04,1433
20191024T10-04,1264
20191024T09-04,924
20191024T08-04,508
20191024T07-04,697
20191024T06-04,1008
20191024T05-04,1154
20191024T04-04,1218
20191024T03-04,1210
20191024T02-04,1143
20191024T01-04,1006
20191024T00-04,810
20191023T23-04,637
20191023T22-04,329
20191023T21-04,92
20191023T20-04,-102
20191023T19-04,-45
20191023T18-04,370
20191023T17-04,1080
20191023T16-04,1652
20191023T15-04,1894
20191023T14-04,2060
20191023T13-04,2181
20191023T12-04,2184
20191023T11-04,1917
20191023T10-04,1558
20191023T09-04,997
20191023T08-04,493
20191023T07-04,620
20191023T06-04,1058
20191023T05-04,992
20191023T04-04,849
20191023T03-04,870
20191023T02-04,954
20191023T01-04,708
20191023T00-04,144
20191022T23-04,-311
20191022T22-04,-263
20191022T21-04,-470
20191022T20-04,-665
20191022T19-04,-583
20191022T18-04,-283
20191022T17-04,-31
20191022T16-04,384
20191022T15-04,451
20191022T14-04,522
20191022T13-04,604
20191022T12-04,725
20191022T11-04,960
20191022T10-04,815
20191022T09-04,830
20191022T08-04,629
20191022T07-04,459
20191022T06-04,768
20191022T05-04,1039
20191022T04-04,1085
20191022T03-04,1066
20191022T02-04,940
20191022T01-04,773
20191022T00-04,487
20191021T23-04,485
20191021T22-04,254
20191021T21-04,-229
20191021T20-04,-36
20191021T19-04,43
20191021T18-04,315
20191021T17-04,636
20191021T16-04,1090
20191021T15-04,1273
20191021T14-04,1367
20191021T13-04,1492
20191021T12-04,1413
20191021T11-04,1254
20191021T10-04,989
20191021T09-04,710
20191021T08-04,379
20191021T07-04,400
20191021T06-04,981
20191021T05-04,1271
20191021T04-04,1332
20191021T03-04,1362
20191021T02-04,1380
20191021T01-04,1369
20191021T00-04,1057
20191020T23-04,617
20191020T22-04,259
20191020T21-04,76
20191020T20-04,-26
20191020T19-04,182
20191020T18-04,318
20191020T17-04,328
20191020T16-04,112
20191020T15-04,102
20191020T14-04,182
20191020T13-04,268
20191020T12-04,406
20191020T11-04,405
20191020T10-04,580
20191020T09-04,557
20191020T08-04,691
20191020T07-04,931
20191020T06-04,1076
20191020T05-04,1178
20191020T04-04,1218
20191020T03-04,1362
20191020T02-04,1134
20191020T01-04,1223
20191020T00-04,936
20191019T23-04,837
20191019T22-04,662
20191019T21-04,531
20191019T20-04,565
20191019T19-04,696
20191019T18-04,955
20191019T17-04,859
20191019T16-04,1014
20191019T15-04,1114
20191019T14-04,857
20191019T13-04,971
20191019T12-04,1118
20191019T11-04,1201
20191019T10-04,934
20191019T09-04,566
20191019T08-04,353
20191019T07-04,450
20191019T06-04,577
20191019T05-04,725
20191019T04-04,777
20191019T03-04,683
20191019T02-04,684
20191019T01-04,764
20191019T00-04,573
20191018T23-04,424
20191018T22-04,295
20191018T21-04,263
20191018T20-04,253
20191018T19-04,359
20191018T18-04,705
20191018T17-04,1227
20191018T16-04,1822
20191018T15-04,1801
20191018T14-04,1564
20191018T13-04,1308
20191018T12-04,1442
20191018T11-04,1456
20191018T10-04,1428
20191018T09-04,866
20191018T08-04,271
20191018T07-04,250
20191018T06-04,643
20191018T05-04,670
20191018T04-04,515
20191018T03-04,499
20191018T02-04,534
20191018T01-04,634
20191018T00-04,759
20191017T23-04,829
20191017T22-04,758
20191017T21-04,505
20191017T20-04,443
20191017T19-04,694
20191017T18-04,1146
20191017T17-04,1549
20191017T16-04,1841
20191017T15-04,1735
20191017T14-04,1639
20191017T13-04,1690
20191017T12-04,1753
20191017T11-04,1606
20191017T10-04,1473
20191017T09-04,1176
20191017T08-04,729
20191017T07-04,557
20191017T06-04,1000
20191017T05-04,1265
20191017T04-04,1210
20191017T03-04,1197
20191017T02-04,1145
20191017T01-04,855
20191017T00-04,783
20191016T23-04,819
20191016T22-04,990
20191016T21-04,862
20191016T20-04,688
20191016T19-04,815
20191016T18-04,951
20191016T17-04,982
20191016T16-04,718
20191016T15-04,631
20191016T14-04,438
20191016T13-04,398
20191016T12-04,442
20191016T11-04,300
20191016T10-04,298
20191016T09-04,390
20191016T08-04,450
20191016T07-04,782
20191016T06-04,943
20191016T05-04,904
20191016T04-04,868
20191016T03-04,796
20191016T02-04,547
20191016T01-04,258
20191016T00-04,251
20191015T23-04,229
20191015T22-04,178
20191015T21-04,191
20191015T20-04,194
20191015T19-04,389
20191015T18-04,588
20191015T17-04,775
20191015T16-04,1044
20191015T15-04,1096
20191015T14-04,1210
20191015T13-04,1269
20191015T12-04,1234
20191015T11-04,1177
20191015T10-04,1125
20191015T09-04,956
20191015T08-04,589
20191015T07-04,673
20191015T06-04,986
20191015T05-04,1150
20191015T04-04,1101
20191015T03-04,1070
20191015T02-04,995
20191015T01-04,930
20191015T00-04,919
20191014T23-04,503
20191014T22-04,192
20191014T21-04,-115
20191014T20-04,-363
20191014T19-04,-395
20191014T18-04,-115
20191014T17-04,370
20191014T16-04,796
20191014T15-04,942
20191014T14-04,1070
20191014T13-04,1203
20191014T12-04,1284
20191014T11-04,1203
