,Total interchange1
20191021T00-07,-1350
20191020T23-07,-1514
20191020T22-07,-1599
20191020T21-07,-1698
20191020T20-07,-1673
20191020T19-07,-1610
20191020T18-07,-1539
20191020T17-07,-1620
20191020T16-07,-1686
20191020T15-07,-1749
20191020T14-07,-1792
20191020T13-07,-1809
20191020T12-07,-1820
20191020T11-07,-1773
20191020T10-07,-1716
20191020T09-07,-1588
20191020T08-07,-1434
20191020T07-07,-1237
20191020T06-07,-1152
20191020T05-07,-1103
20191020T04-07,-1097
20191020T03-07,-1119
20191020T02-07,-1151
20191020T01-07,-1179
20191020T00-07,-1393
20191019T23-07,-1412
20191019T22-07,-1542
20191019T21-07,-1685
20191019T20-07,-1723
20191019T19-07,-1587
20191019T18-07,-1596
20191019T17-07,-1591
20191019T16-07,-1631
20191019T15-07,-1574
20191019T14-07,-1630
20191019T13-07,-1667
20191019T12-07,-1705
20191019T11-07,-1689
20191019T10-07,-1709
20191019T09-07,-1660
20191019T08-07,-1473
20191019T07-07,-1281
20191019T06-07,-1072
20191019T05-07,-1096
20191019T04-07,-1095
20191019T03-07,-1163
20191019T02-07,-1191
20191019T01-07,-1243
20191019T00-07,-1371
20191018T23-07,-1454
20191018T22-07,-1503
20191018T21-07,-1588
20191018T20-07,-1622
20191018T19-07,-1613
20191018T18-07,-1682
20191018T17-07,-1779
20191018T16-07,-1730
20191018T15-07,-1723
20191018T14-07,-1776
20191018T13-07,-1755
20191018T12-07,-1758
20191018T11-07,-1903
20191018T10-07,-1883
20191018T09-07,-1828
20191018T08-07,-1730
20191018T07-07,-1569
20191018T06-07,-1377
20191018T05-07,-1224
20191018T04-07,-1212
20191018T03-07,-1219
20191018T02-07,-1257
20191018T01-07,-1324
20191018T00-07,-1412
20191017T23-07,-1584
20191017T22-07,-1773
20191017T21-07,-1953
20191017T20-07,-1919
20191017T19-07,-1886
20191017T18-07,-1940
20191017T17-07,-1938
20191017T16-07,-1912
20191017T15-07,-1810
20191017T14-07,-1927
20191017T13-07,-1935
20191017T12-07,-1960
20191017T11-07,-2000
20191017T10-07,-1990
20191017T09-07,-1827
20191017T08-07,-1827
20191017T07-07,-1705
20191017T06-07,-1433
20191017T05-07,-1335
20191017T04-07,-1284
20191017T03-07,-1369
20191017T02-07,-1385
20191017T01-07,-1371
20191017T00-07,-1390
20191016T23-07,-1538
20191016T22-07,-1742
20191016T21-07,-1868
20191016T20-07,-1848
20191016T19-07,-1925
20191016T18-07,-1990
20191016T17-07,-1987
20191016T16-07,-2034
20191016T15-07,-2113
20191016T14-07,-2119
20191016T13-07,-2134
20191016T12-07,-2144
20191016T11-07,-2148
20191016T10-07,-2211
20191016T09-07,-2154
20191016T08-07,-2088
20191016T07-07,-1915
20191016T06-07,-1659
20191016T05-07,-1582
20191016T04-07,-1570
20191016T03-07,-1570
20191016T02-07,-1615
20191016T01-07,-1666
20191016T00-07,-1611
20191015T23-07,-1766
20191015T22-07,-1986
20191015T21-07,-2119
20191015T20-07,-2093
20191015T19-07,-2079
20191015T18-07,-2017
20191015T17-07,-2093
20191015T16-07,-2062
20191015T15-07,-1966
20191015T14-07,-2005
20191015T13-07,-2078
20191015T12-07,-2136
20191015T11-07,-2162
20191015T10-07,-2166
20191015T09-07,-2178
20191015T08-07,-2160
20191015T07-07,-2009
20191015T06-07,-1635
20191015T05-07,-1446
20191015T04-07,-1542
20191015T03-07,-1551
20191015T02-07,-1577
20191015T01-07,-1594
20191015T00-07,-1625
20191014T23-07,-1745
20191014T22-07,-1863
20191014T21-07,-2006
20191014T20-07,-2091
20191014T19-07,-2022
20191014T18-07,-1973
20191014T17-07,-1944
20191014T16-07,-1946
20191014T15-07,-1953
20191014T14-07,-1993
20191014T13-07,-2026
20191014T12-07,-2064
20191014T11-07,-2093
20191014T10-07,-2134
20191014T09-07,-2170
20191014T08-07,-2094
20191014T07-07,-1920
20191014T06-07,-1581
20191014T05-07,-1590
20191014T04-07,-1522
20191014T03-07,-1439
20191014T02-07,-1481
20191014T01-07,-1543
20191014T00-07,-1594
20191013T23-07,-1522
20191013T22-07,-1710
20191013T21-07,-1860
20191013T20-07,-1948
20191013T19-07,-1854
20191013T18-07,-1927
20191013T17-07,-1924
20191013T16-07,-1886
