,Total interchange1
20191218T00-08,-804
20191217T23-08,-806
20191217T22-08,-767
20191217T21-08,-719
20191217T20-08,-630
20191217T19-08,-587
20191217T18-08,-597
20191217T17-08,-664
20191217T16-08,-652
20191217T15-08,-622
20191217T14-08,-617
20191217T13-08,-646
20191217T12-08,-701
20191217T11-08,-700
20191217T10-08,-654
20191217T09-08,-666
20191217T08-08,-642
20191217T07-08,-750
20191217T06-08,-615
20191217T05-08,-756
20191217T04-08,-751
20191217T03-08,-843
20191217T02-08,-842
20191217T01-08,-844
20191217T00-08,-691
20191216T23-08,-697
20191216T22-08,-653
20191216T21-08,-677
20191216T20-08,-662
20191216T19-08,-782
20191216T18-08,-753
20191216T17-08,-822
20191216T16-08,-889
20191216T15-08,-873
20191216T14-08,-897
20191216T13-08,-903
20191216T12-08,-902
20191216T11-08,-865
20191216T10-08,-743
20191216T09-08,-663
20191216T08-08,-690
20191216T07-08,-687
20191216T06-08,-643
20191216T05-08,-772
20191216T04-08,-814
20191216T03-08,-859
20191216T02-08,-864
20191216T01-08,-830
20191216T00-08,-869
20191215T23-08,-877
20191215T22-08,-851
20191215T21-08,-754
20191215T20-08,-787
20191215T19-08,-826
20191215T18-08,-819
20191215T17-08,-868
20191215T16-08,-1142
20191215T15-08,-1158
20191215T14-08,-1155
20191215T13-08,-1158
20191215T12-08,-1159
20191215T11-08,-1092
20191215T10-08,-1084
20191215T09-08,-1027
20191215T08-08,-946
20191215T07-08,-944
20191215T06-08,-912
20191215T05-08,-866
20191215T04-08,-836
20191215T03-08,-832
20191215T02-08,-872
20191215T01-08,-890
20191215T00-08,-833
20191214T23-08,-761
20191214T22-08,-832
20191214T21-08,-867
20191214T20-08,-875
20191214T19-08,-897
20191214T18-08,-851
20191214T17-08,-898
20191214T16-08,-891
20191214T15-08,-948
20191214T14-08,-956
20191214T13-08,-962
20191214T12-08,-920
20191214T11-08,-914
20191214T10-08,-909
20191214T09-08,-923
20191214T08-08,-860
20191214T07-08,-833
20191214T06-08,-882
20191214T05-08,-816
20191214T04-08,-799
20191214T03-08,-799
20191214T02-08,-815
20191214T01-08,-831
20191214T00-08,-721
20191213T23-08,-772
20191213T22-08,-821
20191213T21-08,-777
20191213T20-08,-736
20191213T19-08,-776
20191213T18-08,-789
20191213T17-08,-770
20191213T16-08,-807
20191213T15-08,-915
20191213T14-08,-973
20191213T13-08,-1014
20191213T12-08,-1000
20191213T11-08,-1001
20191213T10-08,-890
20191213T09-08,-897
20191213T08-08,-811
20191213T07-08,-876
20191213T06-08,-887
20191213T05-08,-819
20191213T04-08,-771
20191213T03-08,-762
20191213T02-08,-781
20191213T01-08,-800
20191213T00-08,-860
20191212T23-08,-951
20191212T22-08,-1052
20191212T21-08,-1086
20191212T20-08,-1127
20191212T19-08,-1201
20191212T18-08,-1354
20191212T17-08,-1376
20191212T16-08,-1310
20191212T15-08,-1258
20191212T14-08,-1200
20191212T13-08,-1190
20191212T12-08,-1231
20191212T11-08,-1234
20191212T10-08,-1168
20191212T09-08,-1166
20191212T08-08,-1184
