,Total interchange1
20191114T00-06,391
20191113T23-06,384
20191113T22-06,419
20191113T21-06,281
20191113T20-06,276
20191113T19-06,327
20191113T18-06,454
20191113T17-06,465
20191113T16-06,621
20191113T15-06,653
20191113T14-06,743
20191113T13-06,765
20191113T12-06,526
20191113T11-06,318
20191113T10-06,277
20191113T09-06,256
20191113T08-06,105
20191113T07-06,-35
20191113T06-06,112
20191113T05-06,344
20191113T04-06,300
20191113T03-06,339
20191113T02-06,235
20191113T01-06,163
20191113T00-06,191
20191112T23-06,195
20191112T22-06,245
20191112T21-06,191
20191112T20-06,196
20191112T19-06,120
20191112T18-06,270
20191112T17-06,415
20191112T16-06,435
20191112T15-06,376
20191112T14-06,380
20191112T13-06,361
20191112T12-06,381
20191112T11-06,179
20191112T10-06,-5
20191112T09-06,-157
20191112T08-06,-321
20191112T07-06,-372
20191112T06-06,-161
20191112T05-06,-45
20191112T04-06,28
20191112T03-06,108
20191112T02-06,167
20191112T01-06,194
20191112T00-06,163
20191111T23-06,61
20191111T22-06,144
20191111T21-06,161
20191111T20-06,160
20191111T19-06,104
20191111T18-06,196
20191111T17-06,264
20191111T16-06,417
20191111T15-06,499
20191111T14-06,528
20191111T13-06,623
20191111T12-06,654
20191111T11-06,695
20191111T10-06,594
20191111T09-06,451
20191111T08-06,452
20191111T07-06,274
20191111T06-06,226
20191111T05-06,30
20191111T04-06,-14
20191111T03-06,-27
20191111T02-06,27
20191111T01-06,201
20191111T00-06,189
20191110T23-06,252
20191110T22-06,604
20191110T21-06,801
20191110T20-06,767
20191110T19-06,674
20191110T18-06,693
20191110T17-06,762
20191110T16-06,791
20191110T15-06,905
20191110T14-06,959
20191110T13-06,944
20191110T12-06,964
20191110T11-06,891
20191110T10-06,773
20191110T09-06,642
20191110T08-06,473
20191110T07-06,445
20191110T06-06,274
20191110T05-06,119
20191110T04-06,56
20191110T03-06,11
20191110T02-06,-9
20191110T01-06,167
20191110T00-06,445
20191109T23-06,540
20191109T22-06,743
20191109T21-06,727
20191109T20-06,715
20191109T19-06,617
20191109T18-06,779
20191109T17-06,939
20191109T16-06,992
20191109T15-06,995
20191109T14-06,973
20191109T13-06,829
20191109T12-06,680
20191109T11-06,541
20191109T10-06,395
20191109T09-06,319
20191109T08-06,334
20191109T07-06,251
20191109T06-06,197
20191109T05-06,163
20191109T04-06,145
20191109T03-06,119
20191109T02-06,10
20191109T01-06,64
20191109T00-06,295
20191108T23-06,502
20191108T22-06,355
20191108T21-06,355
20191108T20-06,304
20191108T19-06,278
20191108T18-06,360
20191108T17-06,196
20191108T16-06,140
20191108T15-06,215
20191108T14-06,288
20191108T13-06,444
20191108T12-06,563
20191108T11-06,449
20191108T10-06,544
20191108T09-06,373
20191108T08-06,106
20191108T07-06,112
20191108T06-06,218
20191108T05-06,323
20191108T04-06,387
20191108T03-06,428
20191108T02-06,467
20191108T01-06,400
20191108T00-06,277
20191107T23-06,336
20191107T22-06,259
20191107T21-06,411
20191107T20-06,417
20191107T19-06,387
20191107T18-06,461
20191107T17-06,479
20191107T16-06,285
20191107T15-06,198
20191107T14-06,88
20191107T13-06,80
20191107T12-06,18
20191107T11-06,-29
20191107T10-06,-101
20191107T09-06,-184
20191107T08-06,-193
20191107T07-06,-56
20191107T06-06,105
20191107T05-06,164
20191107T04-06,132
20191107T03-06,134
20191107T02-06,158
20191107T01-06,55
20191107T00-06,-36
20191106T23-06,-86
20191106T22-06,85
20191106T21-06,101
20191106T20-06,56
20191106T19-06,72
20191106T18-06,125
20191106T17-06,134
20191106T16-06,138
20191106T15-06,182
20191106T14-06,132
20191106T13-06,151
20191106T12-06,192
20191106T11-06,135
20191106T10-06,132
20191106T09-06,82
20191106T08-06,-7
20191106T07-06,-113
20191106T06-06,130
20191106T05-06,28
20191106T04-06,103
20191106T03-06,75
20191106T02-06,170
20191106T01-06,149
