,Total interchange1
20200106T00-08,646
20200105T23-08,484
20200105T22-08,600
20200105T21-08,647
20200105T20-08,311
20200105T19-08,368
20200105T18-08,336
20200105T17-08,393
20200105T16-08,364
20200105T15-08,195
20200105T14-08,108
20200105T13-08,256
20200105T12-08,275
20200105T11-08,384
20200105T10-08,347
20200105T09-08,369
20200105T08-08,619
20200105T07-08,626
20200105T06-08,557
20200105T05-08,457
20200105T04-08,495
20200105T03-08,440
20200105T02-08,290
20200105T01-08,242
20200105T00-08,343
20200104T23-08,299
20200104T22-08,443
20200104T21-08,524
20200104T20-08,441
20200104T19-08,315
20200104T18-08,461
20200104T17-08,369
20200104T16-08,179
20200104T15-08,69
20200104T14-08,74
20200104T13-08,167
20200104T12-08,98
20200104T11-08,420
20200104T10-08,193
20200104T09-08,188
20200104T08-08,177
20200104T07-08,179
20200104T06-08,176
20200104T05-08,149
20200104T04-08,167
20200104T03-08,129
20200104T02-08,82
20200104T01-08,104
20200104T00-08,187
20200103T23-08,289
20200103T22-08,308
20200103T21-08,270
20200103T20-08,346
20200103T19-08,335
20200103T18-08,430
20200103T17-08,406
20200103T16-08,210
20200103T15-08,199
20200103T14-08,119
20200103T13-08,138
20200103T12-08,-12
20200103T11-08,38
20200103T10-08,-8
20200103T09-08,-5
20200103T08-08,250
20200103T07-08,252
20200103T06-08,324
20200103T05-08,265
20200103T04-08,225
20200103T03-08,155
20200103T02-08,-47
20200103T01-08,124
20200103T00-08,394
20200102T23-08,492
20200102T22-08,585
20200102T21-08,677
20200102T20-08,674
20200102T19-08,621
20200102T18-08,633
20200102T17-08,535
20200102T16-08,461
20200102T15-08,377
20200102T14-08,391
20200102T13-08,520
20200102T12-08,424
20200102T11-08,128
20200102T10-08,193
20200102T09-08,142
20200102T08-08,95
20200102T07-08,111
20200102T06-08,-175
20200102T05-08,-142
20200102T04-08,-156
20200102T03-08,-119
20200102T02-08,-113
20200102T01-08,110
20200102T00-08,68
20200101T23-08,-22
20200101T22-08,77
20200101T21-08,368
20200101T20-08,601
20200101T19-08,418
20200101T18-08,152
20200101T17-08,267
20200101T16-08,187
20200101T15-08,101
20200101T14-08,117
20200101T13-08,102
20200101T12-08,45
20200101T11-08,175
20200101T10-08,572
20200101T09-08,190
20200101T08-08,265
20200101T07-08,67
20200101T06-08,2
20200101T05-08,119
20200101T04-08,326
20200101T03-08,98
20200101T02-08,-27
20200101T01-08,60
20200101T00-08,214
20191231T23-08,436
20191231T22-08,253
20191231T21-08,427
20191231T20-08,442
20191231T19-08,267
20191231T18-08,614
20191231T17-08,613
20191231T16-08,403
20191231T15-08,256
20191231T14-08,482
20191231T13-08,353
20191231T12-08,307
20191231T11-08,288
20191231T10-08,241
20191231T09-08,459
20191231T08-08,697
20191231T07-08,649
20191231T06-08,401
20191231T05-08,224
20191231T04-08,91
20191231T03-08,51
20191231T02-08,295
20191231T01-08,387
20191231T00-08,284
20191230T23-08,428
20191230T22-08,758
20191230T21-08,732
