,Total interchange1
20181201T00-05,1172
20181130T23-05,1337
20181130T22-05,1503
20181130T21-05,1502
20181130T20-05,1502
20181130T19-05,1506
20181130T18-05,1504
20181130T17-05,1505
20181130T16-05,1507
20181130T15-05,1499
20181130T14-05,1508
20181130T13-05,1500
20181130T12-05,1500
20181130T11-05,1490
20181130T10-05,1482
20181130T09-05,1483
20181130T08-05,1414
20181130T07-05,1316
20181130T06-05,1133
20181130T05-05,960
20181130T04-05,1019
20181130T03-05,1027
20181130T02-05,1021
20181130T01-05,1019
20181130T00-05,1019
20181129T23-05,1312
20181129T22-05,1720
20181129T21-05,1720
20181129T20-05,1715
20181129T19-05,1715
20181129T18-05,1712
20181129T17-05,1718
20181129T16-05,1715
20181129T15-05,1678
20181129T14-05,1680
20181129T13-05,1684
20181129T12-05,1712
20181129T11-05,1713
20181129T10-05,1714
20181129T09-05,1709
20181129T08-05,1702
20181129T07-05,1631
20181129T06-05,1580
20181129T05-05,1577
20181129T04-05,1583
20181129T03-05,1581
20181129T02-05,1580
20181129T01-05,1628
20181129T00-05,1707
20181128T23-05,1808
20181128T22-05,1850
20181128T21-05,1845
20181128T20-05,1847
20181128T19-05,1843
20181128T18-05,1848
20181128T17-05,1845
20181128T16-05,1848
20181128T15-05,1846
20181128T14-05,1844
20181128T13-05,1833
20181128T12-05,1835
20181128T11-05,1814
20181128T10-05,1808
20181128T09-05,1821
20181128T08-05,1809
20181128T07-05,1772
20181128T06-05,1415
20181128T05-05,1140
20181128T04-05,1134
20181128T03-05,1136
20181128T02-05,1132
20181128T01-05,1171
20181128T00-05,1255
20181127T23-05,1474
20181127T22-05,1803
20181127T21-05,1804
20181127T20-05,1806
20181127T19-05,1802
20181127T18-05,1792
20181127T17-05,1803
20181127T16-05,1802
20181127T15-05,1802
20181127T14-05,1798
20181127T13-05,1794
20181127T12-05,1790
20181127T11-05,1915
20181127T10-05,1916
20181127T09-05,1912
20181127T08-05,1921
20181127T07-05,1917
20181127T06-05,1922
20181127T05-05,1945
20181127T04-05,2029
20181127T03-05,2032
20181127T02-05,2030
20181127T01-05,2019
20181127T00-05,2011
20181126T23-05,2016
20181126T22-05,2031
20181126T21-05,2040
20181126T20-05,2044
20181126T19-05,2040
20181126T18-05,2026
20181126T17-05,1998
20181126T16-05,2003
20181126T15-05,2009
20181126T14-05,2003
20181126T13-05,2012
20181126T12-05,1972
20181126T11-05,1941
20181126T10-05,1929
20181126T09-05,1906
20181126T08-05,1880
20181126T07-05,1813
20181126T06-05,1776
20181126T05-05,1702
20181126T04-05,1641
20181126T03-05,1564
20181126T02-05,1523
20181126T01-05,1497
20181126T00-05,1512
20181125T23-05,1522
20181125T22-05,1515
20181125T21-05,1515
20181125T20-05,1524
20181125T19-05,1525
20181125T18-05,1521
20181125T17-05,1513
20181125T16-05,1510
20181125T15-05,1488
20181125T14-05,1488
20181125T13-05,1495
20181125T12-05,1499
20181125T11-05,1495
20181125T10-05,1488
20181125T09-05,1479
20181125T08-05,1470
20181125T07-05,1405
20181125T06-05,1057
20181125T05-05,937
20181125T04-05,943
20181125T03-05,939
20181125T02-05,938
20181125T01-05,938
20181125T00-05,936
20181124T23-05,1207
20181124T22-05,1501
20181124T21-05,1504
20181124T20-05,1503
20181124T19-05,1697
20181124T18-05,1896
20181124T17-05,1885
20181124T16-05,1878
20181124T15-05,1877
20181124T14-05,1880
20181124T13-05,1880
20181124T12-05,1881
20181124T11-05,1878
20181124T10-05,1877
20181124T09-05,1869
20181124T08-05,1828
20181124T07-05,1803
20181124T06-05,1896
20181124T05-05,1952
20181124T04-05,1947
20181124T03-05,1958
20181124T02-05,1950
20181124T01-05,1948
20181124T00-05,1950
20181123T23-05,1952
20181123T22-05,1949
20181123T21-05,1956
20181123T20-05,2037
20181123T19-05,2060
20181123T18-05,2051
20181123T17-05,2011
20181123T16-05,1816
20181123T15-05,1520
20181123T14-05,1524
20181123T13-05,1522
20181123T12-05,1520
20181123T11-05,1527
20181123T10-05,1545
20181123T09-05,1864
20181123T08-05,2081
20181123T07-05,2038
20181123T06-05,1734
20181123T05-05,1537
20181123T04-05,1533
20181123T03-05,1533
20181123T02-05,1531
20181123T01-05,1520
20181123T00-05,1545
20181122T23-05,1836
20181122T22-05,2099
20181122T21-05,2104
20181122T20-05,2094
20181122T19-05,2091
20181122T18-05,2080
20181122T17-05,2097
20181122T16-05,2095
20181122T15-05,2096
20181122T14-05,2102
20181122T13-05,2105
20181122T12-05,2101
20181122T11-05,2104
20181122T10-05,2103
20181122T09-05,2112
20181122T08-05,2105
20181122T07-05,2101
20181122T06-05,2093
20181122T05-05,2094
20181122T04-05,2093
20181122T03-05,2091
20181122T02-05,2094
20181122T01-05,2100
20181122T00-05,2101
20181121T23-05,2093
20181121T22-05,2097
20181121T21-05,2098
20181121T20-05,2093
20181121T19-05,2095
20181121T18-05,2099
20181121T17-05,2093
20181121T16-05,2089
20181121T15-05,2083
20181121T14-05,2051
20181121T13-05,1980
20181121T12-05,2062
20181121T11-05,2076
20181121T10-05,2074
20181121T09-05,2051
20181121T08-05,2027
20181121T07-05,1974
20181121T06-05,1737
20181121T05-05,1475
20181121T04-05,1475
20181121T03-05,1478
20181121T02-05,1472
20181121T01-05,1479
20181121T00-05,1484
20181120T23-05,1709
20181120T22-05,2049
20181120T21-05,2062
20181120T20-05,2054
20181120T19-05,2024
20181120T18-05,2053
20181120T17-05,2050
20181120T16-05,2052
20181120T15-05,2052
20181120T14-05,2052
20181120T13-05,2048
20181120T12-05,2044
20181120T11-05,2045
20181120T10-05,2041
20181120T09-05,2042
20181120T08-05,2038
20181120T07-05,2042
20181120T06-05,2025
20181120T05-05,1980
20181120T04-05,1939
20181120T03-05,1928
20181120T02-05,1869
20181120T01-05,1861
20181120T00-05,1942
20181119T23-05,1944
20181119T22-05,1974
20181119T21-05,1944
20181119T20-05,1944
20181119T19-05,1941
20181119T18-05,1933
20181119T17-05,1864
20181119T16-05,1820
20181119T15-05,1815
20181119T14-05,1772
20181119T13-05,1739
20181119T12-05,1789
20181119T11-05,1831
20181119T10-05,1823
20181119T09-05,1818
20181119T08-05,1819
20181119T07-05,1810
20181119T06-05,1784
20181119T05-05,1814
20181119T04-05,1874
20181119T03-05,1872
20181119T02-05,1876
20181119T01-05,1874
20181119T00-05,1912
20181118T23-05,1910
20181118T22-05,1978
20181118T21-05,1970
20181118T20-05,1949
20181118T19-05,1950
20181118T18-05,1943
20181118T17-05,1940
20181118T16-05,1932
20181118T15-05,1942
20181118T14-05,1904
20181118T13-05,1901
