      Time                Qrx             Qth             Qtrans           Flowv              Pp               Px             PxIND            PRZLVL         PRZLVLIND         VelSRG            QHTRP            QHTRB         SCV Position      Spray GPM           THL            THL Ind            TCL            TCL Ind          TaveREF           Tave            Tave Ind          Tmod           Flow SFWS         Flow FD        Flow FD Ind         Demand         Steam Flow     Steam Flow Ind       Wload            Wturb           Omega FP        Texit SG 1      Texit SG IND     SG Exit Void       Dryout 1        SGLVL Ind           Trx            TCL Hot           MDNBR            Tfeed           TfeedIND          Qsteam            PSG             PSG Ind           Pimp          DeltaP SG      DeltaP SG IND     DP elev SG         Deltat             rho             rhoX              FCV              FBV             SFWV             TCV 1            TCV 2            TCV 3            TCV 4            TBV 1            TBV 2            TBV 3            TBV 4            BANK A           BANK B           BANK C           BANK D           RhoCBA           RhoCBB           RhoCBC           RhoCBD          TESLoad       TESFlowDemand       FlowAUX1         FlowAUX2         FlowAUX3           PTAP           Tsat Tap          PTES           TES_TBV(1)       TES_TBV(2)       TES_TBV(3)       TES_TBV(4)
   .00000000E+00    .49280510E+03    .53005420E+03    .51544780E+03    .30017270E+08    .20503950E+04    .20499920E+04    .20499920E+04    .56051590E+02    .56051590E+02    .40799440E-02    .10454690E+02    .00000000E+00    .00000000E+00    .99897480E+00    .61062820E+03    .61062820E+03    .56555770E+03    .56555770E+03    .58799980E+03    .58809290E+03    .58809290E+03    .58809290E+03    .00000000E+00    .26620380E+06    .26620380E+06    .26620030E+06    .26620220E+06    .26620210E+06    .18000000E+03    .17999760E+03    .37085300E+04    .57138360E+03    .57138360E+03    .10000000E+01    .63926060E+02    .13776410E+02    .98539270E+03    .24602000E+04    .31335700E+01    .41394210E+03    .41394210E+03    .53205740E+03    .82499680E+03    .82499680E+03    .80193760E+03    .45666560E+01    .45666560E+01    .23650610E+01    .30000000E+00   -.98702000E-07    .20411470E-03    .78453070E+00    .00000000E+00    .00000000E+00    .81051150E+00    .81051150E+00    .81051150E+00    .81051150E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42975920E+02    .27183320E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .30000000E+00    .49280380E+03    .53005290E+03    .51545220E+03    .30017270E+08    .20503950E+04    .20499930E+04    .20499930E+04    .56051590E+02    .56051590E+02   -.36904900E-02    .10456800E+02    .00000000E+00    .00000000E+00    .99897480E+00    .61062840E+03    .61062840E+03    .56555760E+03    .56555760E+03    .58799980E+03    .58809300E+03    .58809300E+03    .58809300E+03    .00000000E+00    .26620370E+06    .26620370E+06    .26620030E+06    .26620840E+06    .26620840E+06    .18000000E+03    .18000100E+03    .37085300E+04    .57137540E+03    .57137540E+03    .10000000E+01    .63925920E+02    .13776410E+02    .98539200E+03    .24601980E+04    .31335420E+01    .41394140E+03    .41394140E+03    .53205740E+03    .82499590E+03    .82499590E+03    .80194970E+03    .45666580E+01    .45666580E+01    .23650610E+01    .13951460E-01   -.15437040E-06    .20410790E-03    .78453050E+00    .00000000E+00    .00000000E+00    .81050530E+00    .81050530E+00    .81050530E+00    .81050530E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42977230E+02    .27183500E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .10115270E+01    .49280920E+03    .53005830E+03    .51544620E+03    .30017250E+08    .20503990E+04    .20499960E+04    .20499960E+04    .56051640E+02    .56051640E+02   -.92837890E-02    .10460410E+02    .00000000E+00    .00000000E+00    .99897470E+00    .61062810E+03    .61062810E+03    .56555760E+03    .56555760E+03    .58799980E+03    .58809280E+03    .58809280E+03    .58809280E+03    .00000000E+00    .26619980E+06    .26619980E+06    .26597780E+06    .26620170E+06    .26620170E+06    .17985040E+03    .17999720E+03    .37085230E+04    .57138490E+03    .57138490E+03    .10000000E+01    .63926750E+02    .13776200E+02    .98539120E+03    .24601910E+04    .31335880E+01    .41394150E+03    .41394150E+03    .53206020E+03    .82499700E+03    .82499700E+03    .80192410E+03    .45665870E+01    .45665870E+01    .23650590E+01    .13951550E-01   -.55950300E-07    .20410790E-03    .78450380E+00    .00000000E+00    .00000000E+00    .81044860E+00    .81044860E+00    .81044860E+00    .81044860E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42975880E+02    .27183310E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .20020860E+01    .49280180E+03    .53005080E+03    .51544310E+03    .30017240E+08    .20504020E+04    .20499990E+04    .20499990E+04    .56051720E+02    .56051720E+02   -.22432420E-02    .10462010E+02    .00000000E+00    .00000000E+00    .99897500E+00    .61062810E+03    .61062810E+03    .56555800E+03    .56555800E+03    .58800000E+03    .58809310E+03    .58809310E+03    .58809310E+03    .00000000E+00    .26618530E+06    .26618530E+06    .26575440E+06    .26620490E+06    .26620490E+06    .17970180E+03    .17999840E+03    .37084860E+04    .57137750E+03    .57137750E+03    .10000000E+01    .63926140E+02    .13775600E+02    .98538970E+03    .24601840E+04    .31336100E+01    .41394260E+03    .41394260E+03    .53205360E+03    .82499840E+03    .82499840E+03    .80192940E+03    .45663850E+01    .45663850E+01    .23650460E+01    .13951630E-01   -.12943790E-06    .20410790E-03    .78442010E+00    .00000000E+00    .00000000E+00    .81041570E+00    .81041570E+00    .81041570E+00    .81041570E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42976160E+02    .27183350E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .30065990E+01    .49280050E+03    .53004940E+03    .51543850E+03    .30017220E+08    .20504010E+04    .20499990E+04    .20499990E+04    .56051720E+02    .56051720E+02   -.46894480E-02    .10462120E+02    .00000000E+00    .00000000E+00    .99897510E+00    .61062800E+03    .61062800E+03    .56555820E+03    .56555820E+03    .58799970E+03    .58809310E+03    .58809310E+03    .58809310E+03    .00000000E+00    .26615780E+06    .26615780E+06    .26552540E+06    .26620390E+06    .26620390E+06    .17955110E+03    .17999810E+03    .37083920E+04    .57138100E+03    .57138100E+03    .10000000E+01    .63925410E+02    .13774340E+02    .98538800E+03    .24601730E+04    .31336410E+01    .41394060E+03    .41394060E+03    .53204990E+03    .82499880E+03    .82499880E+03    .80192830E+03    .45659690E+01    .45659690E+01    .23650050E+01    .13951590E-01   -.12665760E-06    .20410790E-03    .78428210E+00    .00000000E+00    .00000000E+00    .81037350E+00    .81037350E+00    .81037350E+00    .81037350E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42976100E+02    .27183340E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .40111170E+01    .49279680E+03    .53004570E+03    .51543850E+03    .30017210E+08    .20503990E+04    .20499960E+04    .20499960E+04    .56051650E+02    .56051650E+02   -.15990070E-01    .10464390E+02    .00000000E+00    .00000000E+00    .99897530E+00    .61062820E+03    .61062820E+03    .56555830E+03    .56555830E+03    .58799990E+03    .58809330E+03    .58809330E+03    .58809330E+03    .00000000E+00    .26611790E+06    .26611790E+06    .26529390E+06    .26619980E+06    .26619980E+06    .17940040E+03    .17999400E+03    .37082420E+04    .57137750E+03    .57137750E+03    .10000000E+01    .63925580E+02    .13772460E+02    .98538570E+03    .24601620E+04    .31336320E+01    .41394240E+03    .41394240E+03    .53204950E+03    .82499860E+03    .82499860E+03    .80189830E+03    .45653450E+01    .45653450E+01    .23649160E+01    .13951900E-01   -.13721770E-06    .20410790E-03    .78409340E+00    .00000000E+00    .00000000E+00    .81034140E+00    .81034140E+00    .81034140E+00    .81034140E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42974520E+02    .27183110E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .50016930E+01    .49279450E+03    .53004330E+03    .51543700E+03    .30017210E+08    .20503990E+04    .20499980E+04    .20499980E+04    .56051690E+02    .56051690E+02   -.79736930E-03    .10467180E+02    .00000000E+00    .00000000E+00    .99897540E+00    .61062820E+03    .61062820E+03    .56555850E+03    .56555850E+03    .58799980E+03    .58809340E+03    .58809340E+03    .58809340E+03    .00000000E+00    .26606570E+06    .26606570E+06    .26506320E+06    .26620840E+06    .26620840E+06    .17925180E+03    .17999980E+03    .37080390E+04    .57137040E+03    .57137040E+03    .10000000E+01    .63923480E+02    .13770060E+02    .98538330E+03    .24601520E+04    .31336450E+01    .41394150E+03    .41394150E+03    .53203570E+03    .82499920E+03    .82499920E+03    .80193770E+03    .45645490E+01    .45645490E+01    .23647660E+01    .13951670E-01   -.14576340E-06    .20410790E-03    .78386010E+00    .00000000E+00    .00000000E+00    .81032590E+00    .81032590E+00    .81032590E+00    .81032590E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42976600E+02    .27183410E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .60062210E+01    .49279200E+03    .53004070E+03    .51543230E+03    .30017190E+08    .20504010E+04    .20499990E+04    .20499990E+04    .56051720E+02    .56051720E+02   -.11927590E-01    .10468090E+02    .00000000E+00    .00000000E+00    .99897560E+00    .61062820E+03    .61062820E+03    .56555880E+03    .56555880E+03    .58799960E+03    .58809350E+03    .58809350E+03    .58809350E+03    .00000000E+00    .26600310E+06    .26600310E+06    .26482670E+06    .26620240E+06    .26620240E+06    .17910120E+03    .17999520E+03    .37077670E+04    .57137050E+03    .57137050E+03    .10000000E+01    .63920240E+02    .13767200E+02    .98538020E+03    .24601380E+04    .31336810E+01    .41394020E+03    .41394020E+03    .53202140E+03    .82499150E+03    .82499150E+03    .80191140E+03    .45636050E+01    .45636050E+01    .23645390E+01    .13951810E-01   -.14524540E-06    .20410790E-03    .78357790E+00    .00000000E+00    .00000000E+00    .81020270E+00    .81020270E+00    .81020270E+00    .81020270E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42975210E+02    .27183210E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .70107550E+01    .49279390E+03    .53004270E+03    .51543460E+03    .30017140E+08    .20504030E+04    .20500010E+04    .20500010E+04    .56051750E+02    .56051750E+02   -.99417720E-03    .10468170E+02    .00000000E+00    .00000000E+00    .99897550E+00    .61062810E+03    .61062810E+03    .56555880E+03    .56555880E+03    .58799910E+03    .58809340E+03    .58809340E+03    .58809340E+03    .00000000E+00    .26592770E+06    .26592770E+06    .26458780E+06    .26619940E+06    .26619940E+06    .17895050E+03    .17999270E+03    .37074320E+04    .57136870E+03    .57136870E+03    .10000000E+01    .63914670E+02    .13763790E+02    .98537910E+03    .24601240E+04    .31336710E+01    .41393650E+03    .41393650E+03    .53199200E+03    .82498350E+03    .82498350E+03    .80189970E+03    .45624830E+01    .45624830E+01    .23642260E+01    .13951860E-01   -.10270330E-06    .20410790E-03    .78325210E+00    .00000000E+00    .00000000E+00    .80991380E+00    .80991380E+00    .80991380E+00    .80991380E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42974590E+02    .27183130E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
   .80013620E+01    .49278480E+03    .53003340E+03    .51542960E+03    .30017090E+08    .20504040E+04    .20500020E+04    .20500020E+04    .56051780E+02    .56051780E+02   -.66059690E-02    .10467150E+02    .00000000E+00    .00000000E+00    .99897620E+00    .61062820E+03    .61062820E+03    .56555930E+03    .56555930E+03    .58799800E+03    .58809380E+03    .58809380E+03    .58809380E+03    .00000000E+00    .26584370E+06    .26584370E+06    .26435000E+06    .26617840E+06    .26617840E+06    .17880190E+03    .17997890E+03    .37070390E+04    .57138410E+03    .57138410E+03    .10000000E+01    .63905640E+02    .13760060E+02    .98537720E+03    .24601100E+04    .31336980E+01    .41393000E+03    .41393000E+03    .53194890E+03    .82496920E+03    .82496920E+03    .80181570E+03    .45612580E+01    .45612580E+01    .23638290E+01    .13952220E-01   -.19153870E-06    .20410790E-03    .78289020E+00    .00000000E+00    .00000000E+00    .80934100E+00    .80934100E+00    .80934100E+00    .80934100E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .11400000E+03    .11400000E+03    .11400000E+03    .10899920E+03    .00000000E+00    .00000000E+00    .00000000E+00   -.16057560E-03    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .42970160E+02    .27182500E+03    .71000000E+00    .00000000E+00    .00000000E+00    .00000000E+00    .00000000E+00
